sentence,profane
iluwas man nindo an gamgam asin hayop tanganing magdakul dangan maglakop sinda bilog daga,0
dangan grupogrupong nagruluwas man arka an gabos hayop asin gamgam sosog manlaenlaen klase ninda,0
sagkod yaon pa an kinaban magkakaigwa nin panahon nin pagtanom asin pagani nin lipot asin init nin tiginit asin tiguran nin aldaw asin banggi,0
itatao saindo bilang kakanon an lambang linalang buhay kaiba an berdeng tinanom itinatao saindo an gabos,0
nagtutubod ka baya tawong lipod,0
kaya daeng nahihiling kan satong mata,0
mala igwa daang nahihiling higod,0
ugaring dai man akong nakakasabatan,0
nagtutubod ka baya istorya kan iba,0
manungod kapre aswang tikbalang,0
makangalas man an bagay an,0
tunay an utikutik man,0
pero matubod ka sabihon uning tigtatago,0
bako ini hunahuna lalo bako ini kurukarwar,0
ipapahiling imo an sakong namamati,0
pag mahiling magtubod ka,0
dai nakahiro kan nag tabitabi,0
kaya naigo kan nahiling takang biyo,0
mas kaya makahiling ning maligno,0
kaysa mahiling kang kaiba kang iba,0
mari pinagluto ta ka,0
igwang laing siling labyu,0
lilibuton niyatong duwa an kabikolan,0
garo ka mayon magayon,0
daing ibang mumuyahon kundi ika,0
sagkod pa man kita maggurang,0
daing ibang papadabaon pa kundi ika,0
kumusta pahingalo marabason kita,0
binakalan ta kang pili nut asin,0
napaugma ta kang maray,0
ini pa lan ngunyan an kaya kong gibuhon,0
pano pa kaya kun sabihon,0
dai taka man wawaraon,0
ta dai imong mabaya,0
sabay niyatong hahampangon an nakaabang piligro,0
dulagan ta an maribukon kinaban,0
dawa abuton pa kita nin kadipisilan,0
dai nanggad ika bubutasan,0
pwede ngani ini lalayugon,0
tungag tungagon pa man ini kuya lapa kauyam,1
nazallyy gt mataray gt napansin agad cheeks gt artehon gt tungagtungagon hahaha,1
tian amo kadangagan bway ninanya imbis didi pa maali nanaman akong atab,1
allenlykajoy kadangagan baya dai tig isip pwede mangyare saiya,1
hindutin hahaha paruton lintian,1
parang akala galing galing ba nagawa nindo kamong gabos birekolanong politician start kamo kay leni lagman ika trillanes d mayo ngani kamong naitabang agri maray pa d napagibo airport albay dae kamo nasusupog pirmi kamong kontra paruton,1
paruton aleco wara talagang pagasa buray ni ama nya,1
masiramon kang palagatakon ki pairarom,1
aram mister patalon bobong pabibo,1
aram mo su word na respeto nagpapatal patalan kalang talaga,1
sarui pa ining kulapos ini oh,1
gigibuhon kang inasal patal bobo,1
pakalayuhi nindo ining patal ini oh,1
ika madesisyon kang buhay saen gusto mapaduman palpal,1
aram tama buda sala ka patal para dae an maaraman,1
yaon ka dgdi ta patal ka pundihan nindo kang kalokohan nindong an,1
impyerno apod dgdi ang harong kang nagpinatal,1
yup tigbak kana patal,1
bugay gare tig irinitan kana jan,1
pinturahan bilog impyernong patal ka,1
juan daeng kuldas nagadan katangahan,1
dae kapa burat buhay kapa kutang kulapos ka masimbag kapa,1
tarantado ka dae pag para pilisopohon dgdi ta sukikion taka,1
apod lalaking arog palpal,1
next time padarhan man akong maray maray burayninaniyang pinapadara sakuya hamag,1
tian man pinapadara kaini sakuya mas reject pa reject,1
bugay halat padi mapaaram muna bata pade,1
buray naman magpapaaram pa dae kana magpaaram kami ngani dae man nag paaram,1
bugay atchan ngani iyang selpon iyan nag iirinuman pwerti selpon,1
tian man garo man ini bakla magayon ini padi,1
bugay dae padi ma puli pade ta bata naghahalat duman,1
bugay ulayan kami padi kang bata padi hanggang ala una,1
ready putangina duman ka muna,1
badilon takang hayop ka duman,1
bugay saro pa iyan grabe patos gang iyan,1
bugay malala yang mukbangers iyan,1
tian man ta nakifiesta an jollibee tska mcdo,1
hmm harot haloy urulian,1
bugay sweepers ka owright,1
lampaso baga ini classroom ha dipungal,1
bugay pass muna padiminasiba pa basog pa,1
iyo an tubig lininaniya huna su kastang mineral,1
harot ngunguon an dgdi,1
dae harot mo pabakalan kita kang pagka durudakulang tubig,1
bugay ika ika pinaka maurag diyan,1
bugay over the bakod man giraray pagpaluwas,1
bugay pareho kita nag bago naman,1
kapuon puon pa kang klase mapakickout tulos hamagan ini,1
realtalkon taka bugay bago kana man ka naman,1
boy dae makatubod nakapasa bugay kadakol akong nag karilingawan nireview,1
huna porke close kita ipapasar taka huna madadara an kang pagiging close takung patal ka patal ka luwas jan,1
bugaymaurag ini padi sain ini binakal,1
nagsuway baga kami ni jennifer bugay badtrip lamang,0
bugay sayang su ibahan mi pade haluyon kaming nag ibahan tinao saiya gabos,1
habo makadangog kaan brad makulog payo an hayop,1
lininaniya makataram ka kala man talaga aram ka relationship,1
tarantado ka haika nag arog kaan dgdi sako balwarte,1
man ta paimbalsamo nahiling nagtataram pa akong patal ka man,1
binabawasan relief para pobreng taodemonyong demonyo talaga arog kaini ighahanap mi,1
tian man mayo man problema sigi padi palaugan,1
tarantadong ini makikifiesta ngani gusto darahon gabos,1
ngunyan pa ngani bata pa kamo dae kana makapaaram mapaaram saimo lintian,1
ini same effect kaitong saro pag igwa kang virus pwede ilaag mata para garu ka tanga,1
paki ban iyan ta kupal nagpapabakal kita dgdi mahapot ka,1
tapos gayon gayon kang regalo minsan sobra pa presyo nagkaurulayan tapos mareresibi bimpo panyo bugayninaniya sisay man kaito maugma,1
putek pag regalo kang picture framenakua pictureframe man,1
lininaniya dae kuta nag exchange gift,1
bugayninaniyang regalo yan mayo lamang kalatoylatoy,1
sisay man palpal maregalo rd year brief b buda b,1
halat hamag ka mauutsyan saimo,1
uni oh uni para kupal tricks,1
bugay naman iyang istorya mong sigii kastahi,1
bugay kang sarong aldaw nakasabay ulnok dara dara su bago niyang raider,1
bugay nagkasabay kami dara dara man su nmax,1
oh padi nakaluwas kana palan bugay welcome back,1
malay baga hayop kidnapper itong holdapper,1
patunayan muna babayi kaiyo baga ta malay an hayop bakla baga gusto padumanon hayop ta gusto maiskoran,1
burayninaniya suminend ki picture padi,1
buray grabe su gigil saiya di saiya gusto kutang jan,1
tig hiling giraray su fb niya buray magayon gayon talaga,0
nilakaw hanggang duman sainda padi ta buray madali baga jan ning tanod hayop di remati pa,1
talaga an hayop legit talaga padi panalong panalo,1
lininaniya huni naman an hayop ini,1
bulininaniya malupiton bakbakan makusugon lebron hayme,1
lalo su ginibo ni lebron hayme kalaban burayninaniya dae mapugulan padi,1
padi burayninaniyang pangyare kasubanggi,1
uyugon biglang luminagout su facebook tapos dae ma open open bugay biglang uminuntol su puso padi,1
bugay dae aram gigibuhon,1
demonyo ka dadapangon taka,1
pakarayon trip noi burayninaniyang kadakol akong conversation jan baad leak an,1
uning grupo ning kupal ta yaon pa an jan,1
bugayninaniyang init duman ngunyan,1
lininaniyang kurukarigusan ngani init init palan kang panahon,1
hilingon ining lapuag ini oh,1
demonyo brad pero dae naman ini kayang gibuhon katarantaduhan kang ini oh,1
kaya nganin irilista dararahon dgdi bago pa lakop kapalpalan kang demonyong an,1
darahon dgdi gabos ta dgdi patiriktokon hilingon magkagiribo pa ninda an kapalpalan ninda,1
dae kamo mapurundo kaiyan demonyong ini makikisali paman jan kabalbalan,1
dae nindo pag rauton image ta iyo nagpapagoodshot ngani kita ta ma apply as anghel pagal akong maging demonyo iyo,1
aram tano ka nabanggapanopalpal ka kaya,1
kadakol tultol ebike user kaso nadadamay palpal irresponsableng arog,1
man kuta ebike aymatipid dakulaong tabang pamilya kudi nararaot reputasyon kang ebike dahil palago pagong driver arog,1
pwedi kitang magkatrabaho gusto sosyo kita ika senyor agila man demonyong agilatapos tindog kitang sitio kapihan empyerno,1
hey lininaniyang ya pagka swapang kang demonyong ini,1
pinakamabuot demonyong mamimeet buhay pramis,1
dae aram tarantado su nagpaaram saimo tarantado utak koo,1
sisay naman nagkakan kang pagkakan dgdi bulininaniyang talagang tawo ini oh dgdi,1
ikang hayop ka bistado takapaslo ka,1
ika saro kaman ika pinakaburaot dgdi harong pati tshirt tig susurulog bata bata kang kilikili anghiton kang hayop ka,1
nag tada pa kamo kabangang pidaso akong hayop kamo ugbon,1
sisay nagkakan kang punyetang lumpia ha sisay,1
sinabi kayang dae pagpakiaraman deputang lumpia,1
banga banga kapang naaaraman pasimuno kang hayop kanadale pa lugod kita,1
gutom naman bagadeputa nagkakan kaman nganipareho kita,1
pinaka masiram jan nanamitan padi itong boneless lechon ninda lintian siramsadiring recipe talaga,1
pirmi jan tig oorder padi su chic magnet true foodpanda itong bago nindang hot chix bugayninaniya spicy fried chicken padi masiramon,1
hamag ka talaga padi chix bugayninaniya makusugon pamarong,1
heyheyheyheyluhayluhay bugayninaniya sarong tagay tulong hungit ning pulutan,1
sarong tagay sarong pulutan burayninaniyang kapaslo man talaga,1
lininaniya kaulayon padi ta nag iinit payo jan mayo nganing inambag makusugon pa mamulutan tapos ma takeout pa,1
nagsain bugayninaniya dinale pulutan ta,1
gabos kwarto gare papa tantan apartelle nalaugan gabos branch ki papatantan apartelle nadumanan bugay nakakaraot kang gaming chair jan papatantan,1
padii ho isipon pade bugay lalaki padi,1
ohh relax dae kapa gadan pinasundo taka madali ta bago kaming programa dgdi impyerno pinapasundo me kupal earth para darahon dgdi ta iremind kang saindang katarantaduhan,1
ohh ngunyan napara makikickout ka record kapa trending kapaano worth it kapatalan ha,1
huni ha as a demonyo buhay nindo huni maaadvise gabos garu isip aki pag nakakainom dumangog kamo,1
bago ka gumibo ki sarong katarantaduhan siguraduhon mong hurihan dae pagbabasulan,1
dae ka magpasensiya sakuya pasensiya ka sadiri ta ika man nagpasupog sadiri mong patal ka,1
malanit talaga lalo kulapos arog anyway trabaho warang personalan,1
lab mayu kita ki kakanon,0
abi kaidto mahiling lng aqng gwapo basog kana uya rebisco ta sumosubra kana,0
nata ika sana bahala kaan ta dae m0 man san palan padangat,0
namoot saimo dae pagbayaan sakuya ka napungaw saimo,0
dibaling dagdagan taka dae magigibong bayaan ka,0
halatun nindo ta maabot jan maghuron kita,0
sus kasiram iwalat makasulya ugali,0
manamit isabod taba nin tamakrig karakteristik,0
suarin iniitindi taka nag aabuso kanaman logod lintian ka patapiloon ngusu,1
nadara lng kn pagkamoot kong dayupot asin lipotuk,0
natdaw ta dai nag layog an bayong ni pedro maski na wara ki kandado su hawla,0
maka uyamon maray gare dae nag grade 2,0
narumduman biyo dae kinaon ni ate amy loglog hahaha,0
makagulo gulo ka ning maray nono,0
makagulo gulo diputa tlaga,1
makamondong pagka aga hinabas su sarong sakong bagas para feeding kang aki day care dgdi hindi,0
dai ngani nin kwarta,0
makagulo gulo para pana arog,0
apec apat letra makagulo gulo,0
kaya kana sunod maan ika kita kanino lamo kaya ka kuwa alangan man ana train pa adjust kanimo,0
madya dgd ta kuruduton,0
luway luway pagchat bata ta makachat,0
galit galit usto manakit,0
nakakatangis palan mabayad sadiri irap irap at pagal,0
tawo ka albay electric cooperative inc kasubago taka pa nakudot maka gulo gulo,0
maka gulogulo kanang maray kuryenti,0
garo magkanguris nahiling pandok nasasakitan gulpi dangan ngalo wawoy pa,0
nakakahibi palan an maimod an sadiri pagalon,0
makahibi palan makaptan su sadiri kadlagan buda ragal,0
amo same palan timpla kape thermo nganing naka ready pig palis na sana,0
maka gulo gulohun nayop ini ka chat ma dramahon ampota garo pisog,1
dakulon tlga tao maski piday sige papansin bakong minahanap ki iba ta tigpapara gulo piday wara kamo maginibo buhay nindo paglukso ta maugma ka pa maka uyam lamang,1
puta lanit maka gulo gulo hahaha,1
dae aram kang kaibahan nag iiwal palan itong tambak message saiya pero seen maka gulogulo,0
ka cute baya pero ngunyan maka gulo gulo kana sobrang karaw,0
sindo nakita dae kana maagot,0
mgkasundo kita dae kna mabaldi or maanggot,0
aram nindo dae pinangaki para intindihon kamong patal kamo,1
kun mapanglangkaw ka nin marhay sakat langit,0
para sako dae matagot duwa kami pagka dotdot saro ih dotdot sako,0
mayo pake saindo duhhh,0
garu kamo lusi hhahahahah,1
porket mataba orig tulos ngata nadadangog nindo akong nag uugik ugik patal kamo,1
patal ngani padi hayp hahaha arog sinda kaan sakuya magpuon elementary hanggang college,1
kadakol comsec talaga an patal di aram difference san eez ngan par absent ata nung grade nung pinag explain ung par or di talaga ninyo naabsorb,1
pano man nindo idedefend pinas if arug sadi kapatal an tawo,1
matali man kuta patal dumeskarte kung aanuhon papanuhon bagay tutuosun very basic hirak man saindo awiiiiiiitttttttt,1
juskooooo mema nanaman kan iba ribok ning bu pag di man taga bu di sarawung sawung heeee kaniguan pasali su patal patal nung hs in fairness man ngaya naka tapos man ning kolehiyo pero tumurung kamo ta sasagwa nyo kikitun comsec naman aseeeeee,1
patal kamo part akala nindo dai tatao magkudkod,1
ka patal inuragan lugod sir,1
pwerte share minsan palupago managdrive kan pota pasosyal bugris burgis palan apod patal arog nindo,1
kagayonan depende an level kang deperinsya kang mata,0
gusto nyu dakul kan ani ninyu pakarayun kan pag uuma buku mang pipirwisyu kamu nikan tarokaram naguran pa bulus pa ning tubig ali kali saka asen kan utuk nyukaaaaaa patal,1
magali baya wara ka magibo,1
isay dangag mahagad ki papel kataning maski igwa man bag niya syempre su saro dyan,1
patal kamo part akala nindo bata,1
sisay baga patal ta latubon ta,1
pag malas kamo dai pag immyday garo mana kita kayan patal,1
inda ka patal nindo,1
bago kamo magchat sako siguraduhon nindo single kamo ha ta habo kompromiso,0
resulta ka dangag ug dili mapakong masalugsog,1
patal kamo nata kamo matao kang manok dae binayadan,1
patal intawon am pasyenteet upod lwat my hang over,1
nahiling nindo patal kamo,1
patal ready an missiles para han nagpipinan ruba kalsada,1
dai pagdagitan an patal dai man sindang pagkaaram,1
bako mapili barkada gusto gusto taka man pero habu sako di bahala kaman buhay,0
kapag nadakop ilusyon nag didinurat iba rapason tulos ki kabilya,1
aw sala man nakadakop tlga mismo kakabit na babayi pauli harong ta mapabaga ki kabilya eu isuldot buli nya gatulon para feel feel nya lugod gatol medyo malanit,1
abot phpm an naiwaras riboribong paraoma saka parasira kabikolan apektado kan el nio phenomenon paagi kan department of agriculture hale alokasyon kan malacaang,0
sagcod kan hulyo katuwang an lokal gobierno kan sorsogon nagtao pa nin ayuda sinambit sektor,0
an lambang benepisyaro paraoma rehistrado registry system for basic sectors in agriculture rsbsa nagrecibe nin php,0
papilion man arin mas malanit lanit su biyo baga nag irihe pag nilapdusan salikod,0
maisugon kamong maray taram maray indo apon mindanao kaya wps,0
alagad an ibang grupo nin paraoma habo magpasambit kan saindang pangaran nagtutuyaw ibang opisyales lokal bicol ginagamit politica apesar an fondo hale malacaang,0
inisyal datos an camarines sur mahiwas kaomahan asin halaba an listahan nin nagrecibing paraoma iyo an dakulang alokasyon cantidad phpm albay phpm masbate phpm sorsogon pm catanduanes phpm asin camarines norte php,0
kabilya igdi samu rinapas nin kudkudan nem bako tigbak,0
an ayuda parte kan programa kan gobierno nganing matabangan an tios paraoma asin parasira apektado kan nakaaging taginit,0
afuera pa kaini igua naenot fingerlings farm machineries cooperativa asin banhi,0
kasunod kan paghuros kan singil tarifa nin kuryente kan electric cooperative ecs kan hunyo huli kan directiva kan energy regulatory commission erc alagad an camarines sur ii electric cooperative casureco ii inc iyo an pinakahababang tarifa,0
dae ka paagom hugakon ta pag abot kan panahon puro kayan batag saimong ugom,0
iuyaman daa sya sakuya ngataako hinapot lamang nauugma saimong lintian ka,0
alagad magdedepende desisyon kan erc posibleng paglangkaw tarifa ngunian hulyo huli kan saindang resolusyon numerado serye kan,0
rinner bucay opisyal parataram kan casureco ii nagsabi an dahilan kan pagbaba tarifa kan hunyo huli kan pagsunod kan ecs pinaluwas directiva kan erc kan hunyo mapadapit months staggered collection payment for dus wesm purchases to ease impact of high generation cost on consumers asin pagpasunod nin adjustment base erc resolution no series of kasugoan kan ahencia para gabos ecs pagcompute nin bulanan tarifa nin kuryente,1
kan bulan nin abril asin mayo nagparalangkaw tarifa kuryente ecs nasyon huli kan red asin yellow alert epekto kan el nio phenomenon nagkukulang suplay nin kuryente causa kan paglangkaw presyo kan kuryente pinapabakal kan power suppliers,1
yaon poder kan barangay council an pagimplementar kan roadclearing operations rcos saindang area of responsibility base mandato kan department interior of local government dilg,0
alagad kun yaon an presencia kan personajes kan public safety office pso huli ta naghahagad nin suporta an barangay para enforcement asin maimplementar an directiva kan dilg,0
ini an piglinaw ni pso executive director renne gumba kan city hall tahaw kan pagsinutil kan ibang kagsadiri kan ilegal estraktura nganing magkaharali an ulang sakop kan tinampo,0
dae nanggad ipag palit babayeng tultol babayeng magatol ta hudyan ika man ma basul,0
bako man rason kang pag ngirit maging sungal kana,0
bwesit buhok ini marayon kapag dumog kapag mara garu baga bulbol,1
crispin basillio buli ni ina nindo,1
dae ugali talaga maki aram buhay kang iba pero nag iiwal pisbok nag sscroll comment section,0
lalaki dae ka pinalad ayos an atleast angog malapad,0
lintian kayang buhay ini panu ka kaan maniwang magkatunog exercise tapos extrarice,1
itong klase ki babae iba sabon pandok asin iba man lawas pero nag hihibi sarung lalaking garu warang kurukarigos,0
saiyang sinabi bakong mandato kan lokal gobierno an road clearing operation envez dilg dati pigimplementar administrasyon ni dating presidente rodrigo duterte,0
mala ngani an evaluation asin validation yaon poder kan sinambit ahencia,0
an problema ibang barangay dai pa nahihiro alagad kun magpapabaya sinda an maatubang nin disciplinary action kan ahencia,0
an trabajo rco bako kan punong barangay alagad kabali digdi an barangay kagawad asin sangguniang kabataan,0
an kampanya ini mandatory kan dilg asin mayo poder kan pso maging kan lgu,0
naheheling ibang barangay kan ciudad dakul ilegal estraktura gilid kan tinampo an sagcod ngunian dai pa nakakarecibe nin patanid hale barangay,0
an rcos sarong nationwide ordered kan dilg dapat iimplementar kan barangay asin seguradohon magkaharali an man ilegal estraktura tanganing maseguro mailikay an motorista aksidente alagad an lokal gobierno mandato iimplementar an ley,0
tahaw kan haloy proceso pagkua nin permit right of way asin abalang pagaprubar kan gobierno an national grid corporation of the philippines ngcp nakapatindog nin dagdag circuit kilometers ckm linya poon kan,0
laen pa kan bagong substations nakawarak manlaenlaen rehiyon ngani sanang mapahiwas an saindang serbisyo mantang andam an grid gabos malaog kuyente para pagasenso kan economia kan ngcp,0
an suplay nin kuryente dakulang bagay nganing an sarong lugar maparikas an dalagan nin economia,0
ngunian sainda pinalangkaw an connected generation capacity nin por ciento mw vs mw lindong kan transco saka pinababa an transmission cost nin por ciento phpkwh vs phpkwh lindong kan transco,0
nagtutubod an paratukdo bicol dapat isikwal kan malacaang an pagnombra nin politico magiging bagong sekretaryo kan department of education deped karibay ni bise presidente sara duterte nagdemiter puesto alagad maepekto hulyo,0
mientras tanto afuera kan dugang megawatts mw generation capacity an hermosasan jose kilovolt kv transmission line kan ngcp andam magtaong serbisyo,0
nagpahayag dapat iguang kabatiran ngaran edukasyon asin namamate an tunay sentimiento kan paratukdo tanganing madaling atubangon an isyu asin iba programa kaipuhan iimplementar kan deped,0
pagnombra nin politico deped dapat isikwal,0
dai dapat magnombra nin politico nganing dai makoloran an programa edukasyon huli ta minsan nagkakaigua nin kapaboran mientras dai man naiintindihan an dapat solusyon pagpadalagan ngaran edukasyon,0
aminadong tamad pero mabuhat kapag lowbat,0
dgdi samuya bicol kapag bados ka e chichismis ka ninda pero kapag bunyag makikikaon sinda,0
makauyam baga itong naghanap ka ki gurang mayaman tapos ika su inot nagadan,0
bako karaw magkaigwa ki dakol aki para nag higop kapa ki kape pag talikod nag lalatuban su duwa,0
makauyam baga adi itong grabe pag disider diet tapos imbes sexy ka napasma ka lugod,0
saro mayor isyu asin tuyaw kan kadakli paratukdo pahalion sekretaryo iyo an pagpahale kan retrato asin iba nakadukot lanub kan classroom kabali kros nakapako jesukristo,0
haloy gawi ini kan paratukdo perang decada an nakakaagi alagad pinabaklas,0
makauyam baga adi itong grabe pag disider diet tapos imbes sexy ka napasma ka lugod,0
igua man naginibohan siring kan pagpalawig kan school days feeding program,0
kapag nakahiling ka ki duwang babaeng magtugang tandaan pinaka sadayot dyan iyo ate,0
muya pa habu habu magtaram ka ta replyan ining walo,0
maitom partner iwalon kapag banggi dae nanggad kaya kaan magpaliwanag,0
aram ngata space muro wara ngata muya dukot dukot ka pato,0
gusto kulang tanganing saldok sanang saldok pag kakanon nasa hampangan dai ka kayan madidihado ihapot mupa pato yaaay,0
sardinas tios daa iyo sabihon ta tios ta barato pero jan kami nakaka survive liniti ka,0
dating presidente rodrigo duterte inapod bangag presidente marcos asin tinutuyaw an administrasyon siring planong pagenmienda kan constitution asin nagkapera isyu maging an saiyang aking alcalde ciudad nin davao contra ki pbbm,0
nagkapera man paratukdo an nagsabi tama sanang isikwal an pagnombra nin politico saindang ahencia huli ta ginagamit pa ambisyon politica mantang an cuarta hali caja kan gobierno,0
mientras tanto deped regional director gilbert sadsad nagpahayag man an paghilig ni duterte gabinete saindang pigrerespeto,0
mayo ibang padudumanang ibang dalan dating bise president abogada leni robredo kundi an magdalagan para kargong pagka alkalde kan syudad nin naga,0
ini an saiyang kasimbagan kahapotan koneksyon bareta mapadapit saiyang tutukawan pwesto komo sekretarya kan departamento de edukasyon enkaso itangro ini saiya ni presidente ferdinand marcos jr,0
paghampang niya kagawad kan local media pigsabi ni robredo an saiyang direskyon iyo an magaspirar pwestong alkalde kan syudad,0
pigsabi pa ni robredo sarado ini iba suhestyon magdalagan para kargong senador,0
dugang pa ni robredo magigibo kaining anunsyar opisyalmente manungod saiyang pagdalagan oras makapaaram ini gabos personang kinaaraman saiyang kalakawan,0
saro digdi an angat buhay program susug saiya kaipuhan niya nguna makipagolay siring kan nagibo kaini liberal party magin ki alkalde nelson legacion napabaretang madalagan kargong diputado para tercer distrito kan camarines sur,0
mientrastanto noel de luna famosong negosyante asin amigo ni robredo nagsabi kan nakalihis semana posible ining madalagan pagka alkalde kan naga,0
kan ihapot ini ki robredo nagsimbag gabos diretso magdalagan para pagka alkalde alagad nangapodan ini magkasararo tanganing pakarhayon an an dapat pakarhayon,0
marurumdoman sarong surat an pigpadara ni robredo ki legacion asin miembros kan sangguniang panlungsod laman an nagkapirang isyus payroll kan stl halangkaw bidding fee kontraktor magin suboot anomaliya imbwelto sinda abogado paul john barossa asin city engr alexander caning,0
arog kan enot libreng kasalan kan nagtalikod taon an kasalang bayan kan nakaagin semana banwaan ini an liwat nagin bongga alagad solemne,0
ini pagmawot ni alkalde jerold b pea mamantenir an solemnedad kan okasyon tahaw kan eleganteng actividad kun saen pinagsaro an puso kan magkapareha iguang basbas kan sacramento nin matrimonio,0
manonotaran ginigibong traditional kasalang bayan manibaibang lugar nawawara an solemnidad kan okasyon huli presencia asin pakikisawsaw kan politico nagmamawot nin publicidad asin interes personal,0
mientrastanto an magpartner iba an relihiyon ikinasal man sarong civil wedding ceremony oficina ni alkalde pea nagserbing mahiwas asin maadornong reception hall iyo an ikaduwang eskalon kan edificio municipal kan san jose partido,0
an padis pigkasal pigregalohan ni alkalde pea nin tigsararong sakong bagas asin tigrilimang kilong karneng orig asin manok apwera pa souvenir items,0
