FW_Word|POS_TAG
/RSBSA|FW
/NAGRECIBE|VB
/PAPILION|NNC
/LANIT|VB
/BIYO|NNC
/IRIHE|ADJ
/TARAM|NNC
/MAGPASAMBIT|VBAF
/IGDI|NNC
/RINAPAS|NNC
/KUDKUDAN|NNC
/IGUA|NNC
/NAENOT|NNC
/HUNYO|NNC
/CASURECO|NNC
/PAAGOM|NNC
/HUGAKON|VB
/NGATAAKO|PRP
/HINAPOT|VBOF
/ROADCLEARING|FW
/SAINDANG|PRP
/GUMBA|NNC
/TAHAW|PRS
/NGIRIT|VB
/SUNGAL|NNC
/MARAYON|JJD
/BASILLIO|NNP
/IIWAL|VB
/PISBOK|NNC
/SSCROLL|NNC
/ANGOG|NNC
/ALAPAD|JJD
/HIHIBI|VB
/SARUNG|NNC
/WARANG|VB
/ENVEZ|NNC
/PIGIMPLEMENTAR|VBOF
/AHENCIA|NNC
/DAKUL|JJD
/SAGCOD|PRS
/NGUNIAN|RB
/PATANID|NNC
/PAGKUA|VB
/NGCP|FW
/NAKAPATINDOG|VBOF
/LAEN|JJD
/NAKAWARAK|VBOF
/REHIYON|NNC
/MALAOG|VB
/KUYENTE|NNC
/MAKOLORAN|JJD
/KAPABORAN|NNC
/SAMUYA|PRP
/CHICHISMIS|NNC
/BUNYAG|NNC
/MAKIKIKAON|VBAF
/KARAW|VB
/MAGKAIGWA|VBAF
/DAKOL|JJD
/HIGOP|VB
/TALIKOD|VB
/LALATUBAN|VB
/DISIDER|VB
/PARATUKDO|NNC
/NAGINIBOHAN|VBOF
/PAGPALAWIG|VB
/SADAYOT|JJD
/MAGTARAM|VB
/MAITOM|JJD
/IWALON|VB
/BANGGI|NNC
/MUYA|VB
/DUKOT|VB
/HAMPANGAN|NNC
/SARDINAS|NNC
/SABIHON|VB
/LINITI|VBOF
/DUTERTE|NNP
/INAPOD|VBOF
/BANGAG|JJD
/PBBM|NNC
/CUARTA|NNC
/SADSAD|NNC
/PIGSABI|VBOF
/MIENTRASTANTO|NNC
/DE|VB
/FAMOSONG|JJD
/MAGKASARARO|VBAF
/TANGANING|CCP
/PAKARHAYON|VBAF
/BANWAAN|NNC
/LIWAT|VB
/BONGGA|JJD
/MAGPARTNER|VBAF
/PADIS|NNC
/PIGKASAL|VBOF
/PIGREGALOHAN|VBOF
/TIGSARARONG|NNC
/BAGAS|NNC
/MAGLAOG|VBAF
/PIGASUMER|VBOF
/MAGPASAIRAROM|VBAF
/PIGKAKASAL|VBOF
/SUYOON|NNC
/GIBUHON|VBOF
/EENJOY|VBOF
/MATALI|JJD
/SADIT|NNC
/AANUHON|VBAF
/GWAPO|JJD
/PERMI|RB
/KUKULUGAN|NNC
/AANHON|VB
/KAINING|NNC
/AMBIDA|JJD
/HAUP|EXPR
/IKINASUPOG|VBOF
/ARTEHI|NNC
/TITINO|NNC
/IISIP|VB
/LADAWAN|NNC
/KAOGMAHAN|NNC
/ORUG|NNC
/LIBMANAN|NNC
/PIGNGARANAN|VBOF
/GRAMO|NNC
/BADIL|NNC
/SUSPEK|VB
/IRIGA|VBOF
/PIGTUTUBODAN|VBOF
/ISUSUPLAY|VBAF
/SUNDO|CVBOF
/TOLOS|JJD
/SINANGATAN|VBOF
/PAGBALGA|VB
/PIGLALAOMAN|VBOF
/NAGBOSES|VBOF
/LEGACION|NNC
/CARGONG|NNC
/CONGRESISTA|NNC
/HAHAPOT|VB
/HARUNG|NNC
/WINAGAS|NNC
/PIPILION|VBAF
/LAWAS|NNC
/GASUL|NNC
/LABOT|JJD
/UKAY|NNC
/MUKLAT|VBOF
/WARAGASON|NNC
/NIATO|PRP
/RIRIBOK|NNC
/DEPUTA|JJD
/BANGOT|NNC
/BUYUNGON|NNC
/WAWALA|VBOF
/SAKSAK|JJD
/GADAN|NNC
/PADING|NNC
/MITOY|NNC
/PARATAL|VBOF
/HSHAHSHHAHHAHAHAHAHHA|FW
/SHUTA|EXPR
/NGANE|DTM
/POGI|JJD
/GAYUD|DTM
/ILING|JJD
/KYUT|JJD
/PATALUNON|VBOF
/KANOS|JJD
/PANSABAK|VBOF
/MASUNOD|JJD
/NAGRERECIBE|VBOF
/FINANSYAL|VB
/EDUARTE|NNP
/IIMPLEMENTAR|VBOF
/RARAOT|NNC
/INAGIHAN|VBOF
/CALAMIDAD|NNC
/KABIKOLAN|NNC
/PHPMILYONES|NNC
/PINAHIRO|NNC
/PAUROGON|NNC
/ADVOCACIA|VB
/MACAUSA|NNC
/HELANG|NNC
/MAARAMAN|JJD
/GINATOS|VBOF
/PAGTARAID|VBOF
/KINABABALEHAN|NNC
/MINASUNOD|VBOF
/BUGTAKAN|NNC
/IBOTO|VBOF
/ORAGON|JJD
/PASIRAM|NNC
/SADPOST|NNC
/NGIRITAN|VBOF
/WAWALLET|VBOF
/ARAYKU|NNC
/TUMINABLADA|VBOF
/PINAENOT|VBOF
/RAGAY|NNC
/TIGAON|NNC
/CAMSUR|NNP
/PAKALIHIS|VBOF
/PIGPALUWAS|VBOF
/MAYONG|VB
/PIGARAM|VBOF
/MAGIGIN|VBAF
/NAGGAD|VBOF
/SINUGO|VBOF
/PIRMI|RB
/MALIBONG|JJD
/MALAGATOB|JJD
/MAITSURA|JJD
/MAKAKA|VBOF
/SIMBAG|VBOF
/SAIIN|PRP
/ISIRA|NNC
/INANIYANG|VBOF
/GIRARAY|NNC
/SINIGWAHAN|NNC
/MAINOT|JJD
/BUOT|NNC
/PANGAHON|NNC
/URULOKULOKAN|VB
/NAKAISTAR|VBOF
/TIGKUGOS|JJD
/UGOM|JJD
/TAMILI|VBOF
/DEPUNGAL|NNC
/HAMBOG|JJD
/BABAYI|NNC
/MASIRAM|JJD
/PAROTT|JJD
/LUTOON|NNC
/REXONA|FW
/SIMPRE|VB
/DIIT|JJD
/SUPOG|NNC
/PASUKON|VBOF
/PARAHARALATON|NNC
/HALATI|JJD
/TAOD|NNC
/UGWA|VBOF
/SUSUNDO|VBOF
/GRABI|NNC
/MAKAKANOS|VBAF
/TIGSASABI|VBOF
/SAENDO|JJD
/KILIG|JJD
/NAMAMATI|VBOF
/SULFICIO|NNP
/ALFEREZ|NNP
/IGUANG|JJD
/BASTANTENG|JJD
/IBIGLAD|NNC
/CONSEJAL|NNC
/DIMALANTA|VBOF
/NGONA|NNC
/NAPAPANAHON|JJD
/MIEMBROSCONSUMEDORES|NNC
/HALANGKAW|NNC
/MUNICIPALIDADES|NNC
/CANAMAN|NNC
/MAGARAO|NNC
/BOMBON|NNC
/CALABANGA|NNC
/TINAMBAC|NNC
/SIRUMA|NNC
/EMELITA|NNP
/NAGFOLLOW|VBOF
/IRAROM|VBOF
/MAPARTICIPAR|VBAF
/PRIMERONG|JJD
/HARAROM|VBOF
/NAHIMO|VBOF
/INITIATIVA|VB
/ACTIBO|VB
/CONTRIBUENTE|FW
/HABABA|NNC
/SIBOT|JJD
/PAGASIKASO|VBOF
/PANGENOT|NNC
/AREGLADO|JJD
/MASERBING|JJD
/KAPINONAN|NNC
/LTFRB|FW
/REKISITOS|NNC
/PUV|NNC
/JEEPNEYS|NNC
/CANCELARON|VBOF
/FRANQUICIA|NNC
/DARAKOPON|NNC
/DAKULANG|JJD
/TABANG|NNC
/PADAGOS|VBOF
/SUSTENIDO|JJD
/MASUSTENIRAN|VBAF
/INFRASTRURE|FW
/NAGPUPUON|VBOF
/ANGSOD|VB
/PADABA|VB
/SERYUSO|JJD
/MASUBOL|VBAF
/SAEMO|PRP
/SERYUSOHON|VBAF
/DAKULON|JJD
/NAKAKAMISS|VBAF
/MANATUKON|NNC
/KINAGAT|VBOF
/PARARIBOK|VBOF
/AADAL|NNC
/SOBOOT|NNC
/DALDAGON|NNC
/AMURIS|JJD
/BURABOD|NNC
/PASAKIT|NNC
/AADALAN|NNC
/DYOS|NNC
/NIREVIEW|VBAF
/NUARIN|NNC
/MAHILIGON|JJD
/MANGKARAW|VBAF
/KISAY|JJD
/KAGAYONAN|NNC
/KURIPUTON|VBOF
/HANAP|NNC
/HANAPON|VBOF
/PAKAON|VB
/KAUNON|VBOF
/MAKAKATANA|VBAF
/MAGPARA|VBAF
/PASALI|NNC
/TABILI|NNC
/PARAHADIT|JJD
/MATANING|JJD
/JOWA|NNC
/UGALION|NNC
/MANGARIGOS|VB
/DAKULA|JJD
/TAYANGAW|NNC
/TIGHIBIAN|JJD
/ATAKIHON|JJD
/SINERYUSO|VBAF
/KAKUGOS|NNC
/MABATAON|JJD
/SELOS|VB
/NGANENG|CCP
/AAGOMON|VBOF
/SARADAYOT|NNC
/TESTINGON|VB
/BABAYE|NNC
/IMPOSIBLING|VB
/KAMUSTA|NNC
/NGAYA|CCP
/BAWING-BAWI
/IBUBUHOS|VBOF
/KUGOS|VBOF
/SOKOLET|VBOF
/PINIRILI|VBOF
/MAKAHILING|VBAF
/PIDAY|VB
/HUYAN|VBOF
/TIKABON|VB
/MALIPOT|VB
/PINADABA|VB
/SUBLION|VB
/TINIOS|VB
/GRABENG|NNC
/MAGKLASE|VBAF
/AASANG|VBOF
/TIGPADUKUTAN|VBAF
/DUMANON|NNC
/BAGYO|NNC
/NANGGAD|CCP
/UROGMAHON|VBAF
/BIGLA|VB
/MAGPUON|VBAF
/MAGCHARGE|VB
/MAGPARARIBOK|VBAF
/NAGREREVIEW|VBOF
/MAGREPLY|VB
/SABIHI|VBOF
/NAUUNAS|VBOF
/TATANDAAN|NNC
/MADAOG|VBOF
/HAHALION|VBOF
/MAOGMA|JJD
/KANING|NNC
/GURANO|VB
/KAPADABA|VB
/KAGWAPOHAN|JJD
/MANGBABAYE|NNC
/BAKALON|VBOF
/MAKUSOG|JJD
/SAENDONG|NNC
/MAGBABARKADA|VBAF
/NANGUNGUA|VBOF
/KINAYASAN|VBAF
/MAGKARIGOS|VBAF
/MAPAYONG|NNC
/KABEBE|VB
/MAGTUROG|VB
/MARIBOK|VB
/MANGRULUYA|VB
/SWERTEHON|VBOF
/HARAPOTAN|VB
/NGURIS|NNC
/AABANGAN|VBAF
/GAYOD|JJD
/ADALAN|NNC
/BAYAAN|NNC
/MAPUON|VB
/MANPERO|NNC
/TIYANI|VB
/MAPAPA|DTM
/PAGKLASE|VB
/ATUPAGON|VB
/KAKLASE|NNC
/HANGAN|NNC
/LIOG|NNC
/HAHADUKAN|VB
/MAGAYUNON|VBOF
/LUYOS|VB
/KANGKONG|NNC
/TIUSON|VB
/MATADAAN|VB
/PAMAHAWAN|VB
/HURURON|VBAF
/LIBAKON|VBAF
/IURULA|VBOF
/IMBITADO|NNC
/NAGREREACT|VBOF
/MYDAY|FW
/ITAO|VBAF
/DUDO|JJD
/TARAMON|VBOF
/ATYAN|NNC
/MALINGAWAN|VBAF
/TIGLILIPOT|VBOF
/LINTIAS|JJD
/MAPILI|VBAF
/KACHAT|VBAF
/MAKASKAS|VBAF
/NAPIFLEX|VBAF
/BURUKASAN|VBOF
/SAAGA|VB
/PAPALIT|VBAF
/SAEMONG|NNC
/MASERAMON|JJD
/DIPISILON|VB
/HAHANAP|VBOF
/MAURAN|VB
/EDONATE|VB
/KILIKILI|NNC
/TAWAN|VB
/MANANGGAD|CCP
/CRUSHBACK|VB
/GAMITON|NNC
/MAITSURAHON|JJD
/GISGISON|JJD
/MAGLIPAT|VBAF
/CHUPAPI|NNC
/HERAK|NNC
/PANDAKON|JJD
/ASEGURASYON|NNC
/INANING|NNC
/PAROY|NNC
/NAKATANOM|VBOF
/CHISMOSA|NNC
/MAAGOM|VBAF
/BADOS|VB
/SHAREDPOST|FW
/ANUNA|NNC
/MADALION|JJD
/KURYNTE|NNC
/DEPTA|EXPR
/BULENE|JJD
/PALIPAS|VB
/KURUPUAN|VB
/HARAGAD|VB
/BAKONG|CCP
/MINAPATAHI|VBOF
/AGDAHON|VBOF
/PLASTICAN|VB
/PATINDUGON|VBAF
/KASU|CCP
/ISKROL|VBOF
/PASALIHON|VB
/PERSMOB|NNC
/PUSOAN|NNC
/GRABING|JJD
/DUDUSONG|NNC
/OVERTHINK|VBAF
/ITATAO|VBOF
/KASADIT|JJD
/AYYIEE|NNC
/TIGKIKILIG|VBAF
/LAMBINGAN|NNC
/SABAGAY|CCP
/KUNSOMEDORES|NNC
/IREADY|VBOF
/MAGBROWN|VBAF
/PAKISABI|VBOF
/NANGUNGULILA|VBOF
/TAKUTON|VBAF
/TALSIK|VB
/NGIRITON|VBOF
/RULOKOHAN|VB
/IRINUMAN|VBOF
/TURUGI|VB
/MAGHILING|VBAF
/MAKURUPUAN|VBOF
/MAKAKAGRADUATE|VBAF
/MIDBID|VB
/MADIKLOM|JJD
/NAGBABROWN|VBOF
/PARAINOM|VBOF
/GULPI|NNC
/TIGHIHIBIAN|VBAF
/BALAG|NNC
/TIKAPO|VBOF
/PIGAANDAMAN|VBAF
/ESCUELAHAN|NNC
/HURING|CCP
/NAGTALIKOD|VBOF
/KAPAREJO|NNC
/PANINDUGAN|VBOF
/SWEETON|JJD
/RAOT|NNC
/SAYOG|NNC
/GULAMAN|NNC
/BINAYAANMAY|VBAF
/NAGLANSAR|VBOF
/VAPE|FW
/HAROS|NNC
/LAOG|NNC
/MAHINHINON|JJD
/RASKALON|JJD
/MAGHIRO|VBOF
/DIPOTAAA|EXPR
/SALMING|NNC
/DISMAYOHON|VBOF
/TUROG|VB
/LAFOTA|EXPR
/NANGYARE|VBOF
/TIGREREVEAL|VBAF
/MARITES|NNC
/BABAYAAN|VBAF
/ENOTENOTING|NNC
/PIRME|JJD
/MABALOS|JJD
/MALINGAW|VBOF
/ILIBAK|VBOF
/NAMIMISS|VBOF
/MAKANOS|JJD
/SURPRESAHON|VBOF
/GAPUON|NNC
/ICONFIRM|VBOF
/KIRAY|NCC
/DIPUTA|EXPR
/PABLOOD|NNC
/LATOBON|VB
/TUKMOL|JJD
/MAOPEN|VBOF
/HADIT|NNC
/NDRRMC|FW
/BUBLAY|NNC
/MAURAG|JJD
/LAMOS|VB
/BABAYING|NNC
/BESHY|NNC
/MAGKAKAKWARTA|VBAF
/IMBITARAN|NNC
/BISTADO|JJD
/SOFTHEARTED|FW
/DIPENDE|NNC
/MAKAKAGIBO|VBAF
/BULINI|JJD
/MATANGA|VB
/BAYNTE|JJD
/DIPOTA|EXPR
/IGAKILIG|VBOF
/BOBOHON|VBOF
/TNAGINA|EXPR
/AGKARAWAN|NNC
/HAYP|JJD
/POGION|JJD
/BANGTAN|NNP
/DIOPTA|EXPR
/AMARY|NNC
/MAALSOM|JJD
/NAMUMUNDO|JJD
/BUGAHAN|VB
/IKOS|NNC
/KADIRION|JJD
/CRINGEON|NNC
/NYAM|NNC
/MAKAATION|JJD
/KAKAULI|VBOF
/MAKALUYAHON|NNC
/WEVERSE|FW
/ABTI|NNC
/MANAPAK|VB
/NGONYAN|NNC
/NAPANO|VBOF
/PAKYU|MN
/MUNDUON|JDD
/MAGHILINGAN|VBAF
/NALIGIS|VBAF
/KAATION|VBAF
/MAKAHALAT|VBOF
/KAPAY|JDD
/NAREALIZE|VBOF
/RANIHON|VBOF
/AARUGON|VBOF
/NAGAHILING|VBOF
/INGGETERA|VB
/BABUFF|VB
/KASUHAPON|VBAF
/KWARTA|NNC
/TANGINA|MN
/MAKAGADAN|VBOF
/BLOCKON|VBAF
/LAMANAG|JJD
/GENSHIJ|NNP
/PASLO|VB
/KINAON|VBOF
/PAINUTAN|VBAF
/CHPATER|FW
/KABABLUY|JDD
/BUYONG|JJD
/NUAREN|NNC
/PAKARAY|VBOF
/DULSI|NNC
/HANEP|JJD
/TAPOAS|CCP
/BUAHON|JJD
/LANSIHON|VBOF
/NADAKOP|VBOF
/NGASPAK|NNC
/ARUGON|VBAF
/MAPUNDO|VBAF
/ULUKON|JJD
/TRASHTALKAN|VBOF
/KABADTRIPAN|JJD
/BWISET|JJD
/NINDONG|CCP
/MANIRO|VBOF
/HARALION|JJD
/PADABAON|NNC
/AACCEPT|VB
/HISDAL|NNC
/HAIKYU|NNP
/OAHON|NNC
/SPOLIER|FW
/PUNASAN|VBOF
/NAGNE|CCP
/TEUMES|NNC
/PUNDUHAN|VBAF
/YEDAM|FW
/IGADAMAY|VBOF
/INADALAN|VBOF
/ULOK|JJD
/MAGPAKA|VBAF
/HSALINE|FW
/PIRANG|NNC
/BONAK|MN
/DAOG|VBOF
/PARAAS|NNC
/MAKAIBA|JJD
/PANGARAN|NNC
/DEPOTA|MN
/JIMIN|NNP
/PUNYETA|MN
/NAPASURIYAW|VBOF
/MAKADAGITON|VBOF
/LUSEH|MN
/GINIBONH|VBOF
/SEUNGMIN|NNP
/ULOL|MN
/PUCHA|MN
/LETCHE|MN
/TRATRAUMA|NNC
/HITHIT|MN
/CHISMOSAHON|VBOF
/TIKTOK|FW
/KENJIEUT|NNC
/ROBLOX|NNC
/SABING|NNC
/MAGDIGDI|VBOF
/NAPANSINPAN|VBOF
/AMPUTA|MN
/PWES|CCP
/MAGTYPE|VBAF
/YAONA|JJD
/SISABE|VBOF
/DANGAGON|MN
/TATAPUSON|VBAF
/MALALA|JJD
/ALUH|JJD
/MAKAMUNDUON|JJD
/MAKULUGON|JJD
/IGAINOM|VBOF
/CHICHISMISS|VBOF
/NADELETE|VBAF
/INSTAGRAM|NNC
/PIGAPAGIBO|VBOF
/UULUKON|NNC
/PIGPAPAHALANGKAW|VBOF
/IWAL|VB
/BAMPIRA|NNC
/KAOGMA|NNC
/BUTASAN|NNC
/TIGYAWAT|NNC
/PAKSHET|MN
/MAGLABA|VBAF
/MEDYAS|NNC
/DAKULONG|NNC
/TWITER|NNC
/IUYAMAN|VBOF
/MHIE|NNP
/BWISITON|JJD
/MATIBAYON|JJD
/OINSAN|NNC
/EGULS|NNC
/TLAGA|NNC
/MAGBALIKTAD|VBAF
/SUNGTARO|NNC
/ACADS|FW
/MAPAGALON|JJD
/PANGETON|JJD
/WAYFW
/IPAIR|VB
/DAEBED|FW
/CLOWNSHIT|JJD
/MASAHULON|JJD
/ARAGD|NNC
/KAKAHURON|NNC
/KAHURON|NNC
/SAKTUHON|NNC
/MURUYAHON|JJD
/CINAREER|NNC
/BONGGETS|NNC
/SAOD|JJD
/SULOG|NNC
/ANHINALI|VBAF
/INUTON|VBAF
/ISHUFFLE|VBOF
/AESPA|NNP
/MAISSUE|VBOF
/PARAOT|VBOF
/PAGRAUTON|VBAF
/MAKUKULUGAN|NNC
/ISTOSTORY|VBOF
/SELLERNIM|FW
/CODM|FW
/IGATAO|VBOF
/TAMPURUROT|NNC
/KINAAG|NNC
/NASUPOG|VBOF
/NACOCONSCIOUS|NNC
/TINURO|VBOF
/PIGPAPASAHOD|VBOF
/DAKULAON|NNC
/SUNKI|FW
/HYBE|FW
/UULOK|NNC
/SINDAHABANG|VBOF
/MAGCONSTRUCT|VBAF
/PANDOK|NNC
/NAUBOS|VBOF
/TWEETS|FW
/GENCHEM|FW
/MALUYAHAON|JJD
/SIOMAI|NNC
/HARALI|JJD
/TIPONG|JJD
/JISOO|NNP
/BULBOL|JJD
/MAKAPAGALON|VBAF
/MAGKA|VBOF
/NAPANAGINIPAN|VBOF
/PINAMATI|VBOF
/MAGKULOG|VBAF
/FEEEL|FW
/RHYDEN|NNC
/IGAGIBO|VBAF
/PINADIPISIL|VBOF
/ORORAL|NNC
/SKUSTA|NNC
/CHANGBIN|NNC
/HYUNJIN|NNC
/INURU|VBOF
/HEESEUNG|NNC
/NAHIHIBI|VBAF
/WALIS|NNC
/SKZ|NNC
/GABOSDAE|JJD
/NANAMAN|JJD
/MCCAFE|NNC
/DADAMAYON|VBAF
/MAKATUROG|VBAF
/JINOJOKE|NNC
/GAGI|NNC
/TAEKOOK|NNC
/IGKAKASUPOG|VBAF
/TAKANG|MN
/TNGINA|MN
/KRISMAS|FW
/VALORANT|FW
/INAVAIL|VBOF
/SPOTIFY|FW
/NIRERENEW|VBOF
/MALUYA|JJD
/MAGIMATA|VBAF
/IGSASABE|VBOF
/PINOST|VBOF
/PAREHASKITA|NNC
/MAMEH|NNC
/BINALO|VBOF
/LASTIME|NNC
/DAGIT|NNC
/DADRAHON|VBOF
/MAHIHILING|JJD
/MATARMBAY|VBAF
/KAULUKON|NNC
/OOVERTHINK|VBOF
/BISTADONG|NNC
/KULUGON|JJD
/EARIST|NNC
/PAHIBION|VB
/MANHIDON|VB
/ARAKION|VBOF
/MAKAKONSENSYAHON|VBAF
/MASIKAT|JJD
/TONEEJAY|NNC
/IFIFLEX|VBOF
/SYOTA|NNC
/KYUTON|JJD
/PGARI|FW
/SUBIDA|FW
/PIGPAPA|VBOF
/XPECT|FW
/DURATON|JJD
/SHOPEE|FW
/MAKAUYAMON|VBAF
/MAKDUMAN|NNC
/MACAMPING|VBAF
/SOMNIES|FW
/YOOHYEON|NNC
/MINAGIBO|VBOF
/ACCLING|FW
/GINBO|VBOF
/POTANGINA|JJD
/RENJUN|NNC
/NASCAM|FW
/MASAKSAK|VBOF
/BWISIT|JJD
/KATRANSACT|NNC
/IGSUSUSWELDO|VBOF
/SALONG|NNC
/MKOVING|FW
/BACKREAD|FW
/STIRY|FW
/UNFOLLOW|FW
/AMAYUNON|NNC
/KUWAA|VBOF
