word,pos_tag,cluster
/MIINGON,FW,1
/DIOS,FW,1
/MAGPATUBO,FW,1
/YUTA,FW,1
/BINUHAT,FW,1
/NGA,RBI,2
/BUHI,FW,1
/INGON,FW,1
ilang,PRQ/CCP,0
matang,NNC/CCP,3
/KAHAYOPAN,JJD,0
butang,VBAF/CCP,0
/NGA,RBI,2
nakagamang,VBTR/CCP,0
/YUTA,FW,1
/MANANAP,FW,1
/YUTA,FW,1
/INGON,FW,1
ilang,PRQ/CCP,0
matang,NNC/CCP,3
/NAHIMO,VBTS,4
/KINI,FW,1
/GIBUHAT,VBTS,4
/DIOS,FW,1
/MANANAP,FW,1
/YUTA,FW,1
/INGON,FW,1
ilang,PRQ/CCP,0
matang,NNC/CCP,3
/KAHAYOPAN,JJD,0
ingon,VBTS/VBOF,4
ilang,PRQ/CCP,0
matang,NNC/CCP,3
/NGATANAN,VBTS,4
/NGA,RBI,2
/MANANAP,VBW,0
/NGA,RBI,2
nagakamang,VBTR/CCP,0
/IBABAW,JJD,0
/YUTA,FW,1
/INGON,FW,1
ilang,PRQ/CCP,0
matang,NNC/CCP,3
/NAKITA,VBTS,4
/DIOS,CCT,0
/NGA,RBI,2
/KINI,FW,1
/MAAYO,JJD,0
/GIPANALANGINAN,VBTR,0
/DIOS,FW,1
/MIINGON,FW,1
/DIOS,FW,1
/KANILA,PRSP,0
/SUMANAY,VBAF,0
/DUMAGHAN,VBAF,0
/PUNON,RBD,0
/NINYO,PRP,0
/YUTA,FW,1
/MAGAGAHUM,FW,1
/NIINI,FW,1
/MAGBATON,FW,1
/PAGBULOTAN,NNC,3
/IBABAW,JJD,0
/ISDA,NNC,3
/DAGAT,NNC,3
/LANGGAM,NNC,3
/KALANGITAN,NNC,3
/IBABAW,JJD,0
/TANAN,PRI,0
/NGA,RBI,2
/BINUHAT,VBOF,0
/NGA,RBI,2
/BUHI,RBM,0
/NGA,RBI,2
/NAGALIHOK,VBTS,4
/IBABAW,JJD,0
/YUTA,NNC,3
/MIINGON,JJD,0
/DIOS,FW,1
/TANAWA,FW,1
/GIHATAGAN,JJD,0
/TANAN,PRI,0
/NGA,RBI,2
/BALILI,CCT,0
/NGA,RBI,2
/NAGAHATAG,VBTS,4
/BINHI,NNC,3
/NGA,RBI,2
/ANAA,RBR,0
/IBABAW,JJD,0
nawong,RBD/CCP,0
/TIBOOK,VBOF,0
/NGA,RBI,2
yuta,PRO/CCP,0
/TANAN,PRI,0
/NGA,RBI,2
/KAHOY,JJD,0
/NGA,RBI,2
/BUNGA,JJD,0
/KAHOY,NNC,3
/NGA,RBI,2
/NAGAHATAG,VBTS,4
/BINHI,NNC,3
/ARON,RBR,0
alang,NNC/CCP,3
/KANINYO,JJD,0
/KINI,FW,1
/MAHIMONG,FW,1
/KALANON,NNC,3
/TANAN,PRI,0
/NGA,RBI,2
/MANANAP,VBW,0
/YUTA,RBD,0
tanang,RBD/CCP,0
/LANGGAM,NNC,3
/KALANGITAN,NNC,3
tanang,RBD/CCP,0
/BUTANG,JJD,0
/NGA,RBI,2
nagakamang,VBTR/CCP,0
/IBABAW,JJD,0
/YUTA,NNC,3
/NGA,RBI,2
/ADUNAY,FW,1
/KINABUHI,FW,1
/GIHATAG,FW,1
/TANAN,PRI,0
/NGA,RBI,2
/BALILI,CCT,0
/NGA,RBI,2
/LUNHAW,VBAF,0
/ARON,FW,1
ilang,PRQ/CCP,0
/KANON,NNC,3
/NAHIMO,VBTS,4
/KINI,FW,1
/CAPITLO,NNC,3
/NAHUMAN,VBTS,4
/LANGIT,NNC,3
/YUTA,RBD,0
/TIBOOK,VBOF,0
/NGA,RBI,2
/PANON,JJD,0
/KANILA,PRSP,0
/ADLAW,JJD,0
/NGA,RBI,2
/IKAPITO,JJN,0
/NATAPUS,FW,1
/DIOS,FW,1
/BUHAT,RBW,0
/NGA,RBI,2
iyang,VBOF/CCP,0
/GIHIMO,RBD,0
/MIPAHULAY,RBD,0
/ADLAW,RBD,0
/NGA,RBI,2
/IKAPITO,JJN,0
/GIKAN,JJD,0
/TANAN,PRI,0
niyang,PRS/CCP,0
/BUHAT,RBW,0
/NGA,RBI,2
iyang,RBW/CCP,0
/NAHIMO,VBTS,4
/KINI,FW,1
/SINUGDAN,FW,1
/LANGIT,NNC,3
yuta,PRO/CCP,0
/PAGBUHAT,NNC,3
/KANILA,PRSP,0
adlaw,RBI/CCP,2
/NGA,RBI,2
/JEHOVA,FW,1
/NGA,RBI,2
/DIOS,RBM,0
/NAGHIMO,VBTS,4
/YUTA,RBD,0
/LANGIT,NNC,3
/WALA,VBN,0
/PAY,JJD,0
/TANUM,NNC,3
/KAPATAGAN,NNC,3
/NGA,RBI,2
diha,RBF/CCP,0
/IBABAW,JJD,0
/YUTA,NNC,3
/WALA,VBN,0
/PAY,NNC,3
/TANUM,NNC,3
/KAPATAGAN,NNC,3
/NGA,RBI,2
/MISUGOD,FW,1
/PAGTUROK,FW,1
/JEHOVA,FW,1
/NGA,RBI,2
/DIOS,FW,1
/WALA,VBN,0
/PA,RBI,2
/MAGPAULAN,VBW,0
/IBABAW,JJD,0
/YUTA,NNC,3
/WALA,VBN,0
/PAY,CCB,0
/TAWO,NNC,3
/NGA,RBI,2
/MAKAUMA,VBW,0
/YUTA,NNC,3
/APAN,FW,1
/DIHAY,FW,1
/MISAKA,FW,1
/NGA,RBI,2
/GABON,FW,1
/GIKAN,FW,1
/YUTA,FW,1
/NGA,RBI,2
/NAGBUBO,VBTS,4
/TIBOOK,VBOF,0
/NGA,RBI,2
/NAWONG,VBTS,4
/YUTA,NNC,3
/GIUMOL,VBOF,0
/NI,DTP,0
/JEHOVA,NNPA,0
/NGA,RBI,2
/DIOS,FW,1
/TAWO,FW,1
/GIKAN,FW,1
/ABOG,FW,1
/YUTA,FW,1
/GIHUYPAN,VBOF,0
/NIYA,PRS,0
/BUHO,RBM,0
iyang,VBOF/CCP,0
/ILONG,NNC,3
/GININHAWA,CCT,0
/KINABUHI,VBOF,0
/TAWO,RBD,0
nahimong,RBD/CCP,0
/KALAG,JJD,0
/NGA,RBI,2
/KINABUHI,VBOF,0
/JEHOVA,FW,1
/NGA,RBI,2
/DIOS,NNCA,0
/NAGBUHAT,VBTS,4
/KA,PRS,0
/TANAMAN,VBOF,0
/SILANGAN,JJD,0
/EDEN,FW,1
gibutang,VBAF/CCP,0
/NIYA,PRS,0
/DIDTO,FW,1
/TAWO,FW,1
/NGA,RBI,2
iyang,VBOF/CCP,0
/GIUMOL,NNC,3
/NAGPATUROK,VBTS,4
/JEHOVA,FW,1
/NGA,RBI,2
/DIOS,FW,1
/GIKAN,FW,1
/YUTA,FW,1
/TANAN,PRI,0
/NGA,RBI,2
/KAHOY,JJD,0
/NGA,RBI,2
/MAKAPAHIMUOT,VBW,0
/IGTATANAW,VBOF,0
/MAAYO,JJD,0
/NGA,RBI,2
/KALANON,JJC,0
/KAHOY,NNC,3
/USAB,RBR,0
/NGA,RBI,2
/KINABUHI,VBTS,4
/DIHA,FW,1
/TALIWALA,FW,1
/TANAMAN,FW,1
/KAHOY,NNC,3
/PAGILA,NNC,3
/MAAYO,JJD,0
/DAUTAN,NNC,3
/NGALAN,NNC,3
/PISON,NNC,3
/KINI,FW,1
/NAGALIKOS,FW,1
/TIBOOK,FW,1
/NGA,RBI,2
/YUTA,FW,1
/HABILA,FW,1
/NGA,RBI,2
/DIDTO,FW,1
/ADUNAY,FW,1
/BULAWAN,FW,1
/BULAWAN,FW,1
/NIADTONG,FW,1
/YUTAA,FW,1
/MAAYO,FW,1
/DIDTO,FW,1
/USAB,FW,1
/BDELIO,FW,1
/ONYX,FW,1
/NGA,RBI,2
/BATO,NNC,3
/NGALAN,NNC,3
/IKADUHA,CCB,0
/KA,PRS,0
/SUBA,FW,1
/GIHON,FW,1
/KINI,FW,1
/NAGALIKOS,FW,1
/TIBOOK,FW,1
/NGA,RBI,2
/YUTA,FW,1
/ETIOPIA,FW,1
/NGALAN,NNC,3
/IKATOLO,JJN,0
/KA,PRS,0
/SUBA,FW,1
/HIDEKEL,FW,1
/KINI,FW,1
nagapadulong,VBTR/CCP,0
/NGADTO,FW,1
atbang,NNC/CCP,3
/ASIRIA,FW,1
/IKAUPAT,JJN,0
/KA,PRS,0
/SUBA,FW,1
/EUFRATES,FW,1
/JEHOVA,FW,1
/NGA,RBI,2
/DIOS,RBM,0
/NAGSUGO,VBTS,4
/TAWO,RBD,0
/NGA,RBI,2
/NAGAINGON,VBTS,4
/MAKAKAON,VBTF,0
/KA,PRS,0
/TANAN,PRI,0
/NGA,RBI,2
/KAHOY,NNC,3
/TANAMAN,CCB,0
/APAN,RBR,0
/KAHOY,NNC,3
/NGA,RBI,2
/PAGILA,VBW,0
/MAAYO,RBD,0
/DAUTAN,RBD,0
/DILI,RBD,0
/KA,PRS,0
/MAGKAON,RBW,0
/NIINI,FW,1
/ADLAW,FW,1
/NGA,RBI,2
/MOKAON,RBW,0
/KA,PRS,0
/NIINI,FW,1
/MAMATAY,VBW,0
/KA,PRS,0
/GAYUD,NNC,3
/MIINGON,FW,1
/JEHOVA,FW,1
/NGA,RBI,2
/DIOS,FW,1
/DILI,FW,1
/MAAYO,JJD,0
/NGA,RBI,2
/TAWO,RBM,0
/MAGINUSARA,VBW,0
/PAGABUHATAN,NNC,3
katabang,JJD/CCP,0
/NGA,RBI,2
/ANGAY,JJD,0
/KANIYA,PRSP,0
/GIUMOL,VBOF,0
/NI,DTP,0
/JEHOVA,NNPA,0
/NGA,RBI,2
/DIOS,FW,1
/GIKAN,FW,1
/YUTA,FW,1
tanang,RBD/CCP,0
/MANANAP,VBTF,0
/KAPATAGAN,NNC,3
/TANAN,PRI,0
/NGA,RBI,2
/LANGGAM,NNC,3
/KALANGITAN,NNC,3
/GIDALA,NNC,3
/NIYA,PRS,0
kang,PRS/CCP,0
/ADAM,FW,1
/ARON,FW,1
/MAKITA,VBW,0
/NIYA,PRS,0
kong,PRS/CCP,0
/UNSAON,VBOF,0
/NIYA,PRS,0
/PAGHINGALAN,VBW,0
/KANILA,PRSP,0
/TANAN,PRI,0
/NGA,RBI,2
/GIHINGANLAN,VBTS,4
/NI,DTP,0
/ADAM,FW,1
/MANANAP,FW,1
/NGA,RBI,2
/BUHI,RBM,0
/NGALAN,NNC,3
/NIINI,NNC,3
/GIHATAGAN,VBOF,0
/NI,DTP,0
/ADAM,FW,1
/NGALAN,NNC,3
/TANAN,PRI,0
/NGA,RBI,2
/KAHAYOPAN,JJD,0
/LANGGAM,NNC,3
/KALANGITAN,NNC,3
/TANAN,PRI,0
/NGA,RBI,2
mananap,VBW/CCP,0
/KAPATAGAN,NNC,3
/APAN,RBR,0
alang,NNC/CCP,3
kang,PRS/CCP,0
/ADAM,FW,1
/WALAY,FW,1
/HINGKAPLAGAN,FW,1
/NGA,RBI,2
katabang,JJD/CCP,0
/NGA,RBI,2
/ANGAY,JJD,0
/KANIYA,PRSP,0
/GUSOK,FW,1
/NGA,RBI,2
/GIKUHA,VBOF,0
/NI,DTP,0
/JEHOVA,NNPA,0
/NGA,RBI,2
/DIOS,FW,1
/GIKAN,FW,1
/TAWO,FW,1
/GIBUHAT,FW,1
/NIYA,PRS,0
/NGA,RBI,2
/KA,PRS,0
/BABAYE,FW,1
/IYANG,FW,1
/GIDALA,FW,1
/NGADTO,FW,1
/LALAKE,NNC,3
/MIINGON,FW,1
/ADAM,FW,1
/KINI,FW,1
/KARON,FW,1
/BUKOG,FW,1
akong,PRS/CCP,0
/BUKOG,FW,1
/UNOD,FW,1
akong,PRS/CCP,0
/UNOD,FW,1
/PAGANGANLAN,VBW,0
/NGA,RBI,2
/BABAYE,FW,1
/GIKUHA,FW,1
/GIKAN,FW,1
/LALAKE,NNC,3
/TUNGOD,RBD,0
/NIINI,FW,1
/LALAKE,NNC,3
/MAGABIYA,VBW,0
iyang,VBOF/CCP,0
/AMAHAN,RBD,0
/IYANG,RBD,0
/INAHAN,RBD,0
/MOIPON,RBD,0
iyang,VBOF/CCP,0
/ASAWA,NNC,3
/MAHIMONG,VBW,0
/KA,PRS,0
/UNOD,NNC,3
silang,PRP/CCP,0
/DURUHA,FW,1
/HUBO,FW,1
/ADAM,FW,1
iyang,RBW/CCP,0
/ASAWA,NNC,3
/WALA,VBN,0
/MANGAULAW,NNC,3
/CAPITLO,NNC,3
/KARON,FW,1
/BITIN,FW,1
/MALALANGON,FW,1
/LABI,NNC,3
/PA,RBI,2
/NGATANAN,VBTS,4
/NGA,RBI,2
mananap,VBW/CCP,0
/KAPATAGAN,NNC,3
/NGA,RBI,2
/GIBUHAT,VBOF,0
/NI,DTP,0
/JEHOVA,NNPA,0
/NGA,RBI,2
/DIOS,FW,1
/NAGINGON,FW,1
/BABAYE,FW,1
/NAGINGON,FW,1
/DIOS,FW,1
/DILI,FW,1
/MAKAKAON,VBTF,0
/TANAN,PRI,0
/NGA,RBI,2
/KAHOY,NNC,3
/TANAMAN,CCB,0
/BABAYE,FW,1
/MITUBAG,FW,1
/BITIN,FW,1
/MAKAKAON,VBTF,0
/KAMI,PRP,0
/BUNGA,JJD,0
/KAHOY,NNC,3
/TANAMAN,CCB,0
/BITIN,JJD,0
/MIINGON,FW,1
/BABAYE,FW,1
/DILI,FW,1
/GAYUD,FW,1
/MAMATAY,VBW,0
/HINGBALOAN,VBTS,4
/DIOS,FW,1
/NGA,RBI,2
/ADLAW,JJD,0
/NGA,RBI,2
/MOKAON,RBW,0
/NIINI,FW,1
/MANGABUKA,FW,1
inyong,PRSP/CCP,0
/MATA,NNC,3
/MAHIMO,JJD,0
/NGA,RBI,2
/SAMA,CCB,0
/DIOS,FW,1
/NGA,RBI,2
manghibalo,VBTF/CCP,0
/MAAYO,JJD,0
/DAUTAN,NNC,3
/NANGABUKA,VBTS,4
/MATA,NNC,3
nilang,PRP/CCP,0
/DUHA,NNC,3
/NANGHIBALO,VBTR,0
/NGA,RBI,2
/HUBO,RBM,0
/NANAGTAHI,VBTR,0
/DAHON,NNC,3
/HIGUERA,CCT,0
/NANAGBUHAT,VBTR,0
/TAPIS,FW,1
/ALANG,CCT,0
ilang,PRQ/CCP,0
/KAUGALINGON,NNC,3
/JEHOVA,FW,1
/NGA,RBI,2
/DIOS,RBM,0
/NAGTAWAG,VBTS,4
/TAWO,RBD,0
/NAGINGON,VBTS,4
/KANIYA,PRSP,0
hain,VBTF/VBOF,0
/KA,PRS,0
/MITUBAG,FW,1
/HINGDUNGGAN,FW,1
/IMONG,FW,1
/TINGOG,FW,1
/TANAMAN,FW,1
/NAHADLOK,FW,1
/HUBO,FW,1
/MINGTAGO,FW,1
/MIINGON,FW,1
/KINSA,FW,1
/NAGINGON,FW,1
/KANIMO,FW,1
/NGA,RBI,2
/HUBO,RBM,0
/MIKAON,VBOF,0
/KA,PRS,0
/KAHOY,JJD,0
/NGA,RBI,2
/GISUGO,VBOF,0
/KANIMO,CCB,0
/NGA,RBI,2
/DILI,RBW,0
/PAGAKANON,NNC,3
/TAWO,JJN,0
/MIINGON,FW,1
/BABAYE,FW,1
/NGA,RBI,2
/GIHATAG,VBOF,0
/KANAKO,CCB,0
/NGA,RBI,2
akong,PRS/CCP,0
igauban,VBTS/VBOF,4
/NAGHATAG,VBTS,4
kanako,PRSP/CCP,0
/KAHOY,NNC,3
/MIKAON,NNC,3
/JEHOVA,FW,1
/NGA,RBI,2
/DIOS,FW,1
/NAGINGON,FW,1
/BITIN,FW,1
/TUNGOD,FW,1
/NAGBUHAT,VBTS,4
/NIINI,FW,1
/TINUNGLO,FW,1
/LABI,NNC,3
/PA,RBI,2
/TANAN,PRI,0
/NGA,RBI,2
/KAHAYOPAN,JJD,0
/LABAW,CCT,0
/TANAN,PRI,0
/NGA,RBI,2
mananap,VBW/CCP,0
/KAPATAGAN,NNC,3
/IMONG,CCT,0
/TIYAN,NNC,3
magakamang,VBW/CCP,0
/KA,PRS,0
/MAGAKAON,RBW,0
/ABOG,FW,1
/TANAN,PRI,0
/NGA,RBI,2
/ADLAW,FW,1
/IMONG,FW,1
/KINABUHI,FW,1
/KINI,FW,1
/MAGAPATUROK,FW,1
/USAB,FW,1
/KANIMO,FW,1
/SAMPINIT,FW,1
/KADYAPA,FW,1
/MAGAKAON,RBW,0
/KA,PRS,0
/HILAMON,VBOF,0
/KAPATAGAN,NNC,3
/SINGOT,FW,1
/IMONG,FW,1
/NAWONG,FW,1
/MAGAKAON,FW,1
/TINAPAY,NNC,3
/HANGTUD,RBW,0
/NGA,RBI,2
/MOPAULI,RBW,0
/KA,PRS,0
/YUTA,FW,1
/TUNGOD,FW,1
/GIKAN,FW,1
/NIINI,FW,1
/GIKUHA,FW,1
/ABOG,FW,1
/KA,PRS,0
/ABOG,FW,1
/MOPAULI,FW,1
/GIHINGANLAN,VBTR,0
/TAWO,NNC,3
/NGALAN,NNC,3
iyang,VBOF/CCP,0
/ASAWA,NNC,3
/EVA,FW,1
/TUNGOD,FW,1
/INAHAN,FW,1
/NGATANAN,FW,1
/NGA,RBI,2
/ADUNAY,FW,1
/KINABUHI,FW,1
/JEHOVA,FW,1
/NGA,RBI,2
/DIOS,NNCA,0
/NAGBUHAT,VBTS,4
/ALANG,CCT,0
kang,PRS/CCP,0
/ADAM,RBR,0
iyang,NNC/CCP,3
/ASAWA,NNC,3
/SININA,CCB,0
/NGA,RBI,2
/PANIT,JJD,0
iyang,VBOF/CCP,0
/GIBISTIHAN,NNC,3
/TUNGOD,RBD,0
/NIINI,FW,1
/GIHINGINLAN,FW,1
/NI,DTP,0
/JEHOVA,NNPA,0
/NGA,RBI,2
/DIOS,FW,1
/GIKAN,FW,1
/TANAMAN,FW,1
/EDEN,FW,1
/ARON,FW,1
/PAGUMA,NNC,3
/YUTA,NNC,3
/NGA,RBI,2
/GIKUHAAN,VBOF,0
/KANIYA,PRSP,0
/BUSA,FW,1
/GIPAPAHAWA,FW,1
/NIYA,PRS,0
/TAWO,RBM,0
/GIBUTANG,VBOF,0
/NIYA,PRS,0
/SILANGAN,JJD,0
/TANAMAN,NNC,3
/EDEN,FW,1
/QUERUBIN,FW,1
/SIGA,NNC,3
/KA,PRS,0
/ESPADA,NNC,3
/NGA,RBI,2
/NAGALISOLISO,VBTR,0
/ARON,FW,1
/PAGBANTAY,NNC,3
/DALAN,NNC,3
/KAHOY,NNC,3
/KINABUHI,NNC,3
/CAPITLO,NNC,3
/TAWO,FW,1
/MIILA,FW,1
kang,PRS/CCP,0
/EVA,NNCA,0
/NGA,RBI,2
iyang,VBOF/CCP,0
/ASAWA,NNC,3
/KINI,FW,1
/NANAMKON,FW,1
/NAGANAK,VBTS,4
kang,PRS/CCP,0
/CAIN,FW,1
/MIINGON,FW,1
/NAKABATON,VBTS,4
/KA,PRS,0
/LALAKE,NNC,3
/TUNGOD,NNC,3
/PANABANG,NNC,3
/NI,DTP,0
/JEHOVA,NNPA,0
/NAGAIROG,VBTR,0
/PANAHON,NNC,3
/NAHITABO,JJD,0
/NGA,RBI,2
/CAIN,FW,1
/NAGDALA,VBTS,4
/GIKAN,VBOF,0
/ABUT,FW,1
/YUTA,FW,1
/KA,PRS,0
/HALAD,JJD,0
kang,PRS/CCP,0
/JEHOVA,NNC,3
/ABEL,FW,1
/NAGDALA,VBTS,4
usab,PRS/CCP,0
/PANGANAY,NNC,3
iyang,VBOF/CCP,0
/CARNERO,FW,1
/MATAMBOK,FW,1
/NIINI,FW,1
/GITAMOD,FW,1
/NI,DTP,0
/JEHOVA,NNPA,0
/ABEL,FW,1
iyang,RBW/CCP,0
/HALAD,NNC,3
/JEHOVA,FW,1
/MIINGON,FW,1
kang,PRS/CCP,0
/CAIN,FW,1
/NGANONG,FW,1
/NASUKO,FW,1
/NGANONG,FW,1
/NAGNGILAD,FW,1
/IMONG,FW,1
/PANAGWAY,NNC,3
namulong,VBTS/CCP,4
/CAIN,FW,1
kang,PRS/CCP,0
/ABEL,FW,1
/NGA,RBI,2
iyang,VBOF/CCP,0
/IGSOON,FW,1
