word,pos_tag,cluster
/HAHA,FW,2
/TANGA,JJD,0
/KITA,NNC,1
/KO,PRS,4
/SI,DTP,0
/AJ,NNP,0
/DITO,PRL,0
/SA,CCT,0
/IBBARA,FW,2
/PAKYU,FW,2
/AGAD,RBW,0
/BUNGAD,NNC,1
/HAHA,NNC,1
/TARANTADO,JJD,0
/TALAGA,RBT,0
/SI,DTP,0
/JHELD,FW,2
/AT,CCA,0
/AJ,NNC,1
/TANGINA,JJD,0
niyong,PRO/CCP,0
/MGA,DTCP,0
/ULOL,NNC,1
/PALIBHASA,RBL,0
/MANOK,NNC,1
/LANG,RBI,3
/ALAM,VBS,0
nyong,PRO/CCP,0
/ALAGAAN,VBOF,0
/KAYA,CCR,0
/SALBAHE,VBOF,0
/KAYO,PRP,0
/SA,CCT,0
/ASO,NNC,1
/EH,NNC,1
/TAGAL,JJD,0
/MAPUNO,VBW,0
/NG,CCB,0
/JEEP,FW,2
/PUNYETA,FW,2
/HULAS,FW,2
/NA,CCP,0
/PAGKATAO,NNC,1
/KO,PRS,4
/DESERVE,FW,2
/MO,PRS,4
/RIN,RBI,3
/YANG,PRO,0
magkalagnat,JJD/CCA,0
/MASAKIT,JJD,0
/LALAMUNAN,NNC,1
/AT,CCA,0
/SINISIPON,FW,2
/PAKYU,FW,2
/HINDI,RBF,0
/NGA,RBI,3
/AKO,PRS,4
/NAGKAKANIN,VBTR,0
/PURO,JJD,0
/NAMAN,RBI,3
/CANDY,FW,2
pinagkakain,VBTR/VBRF,0
/KO,PRS,4
/PUTA,NNC,1
/NAGPAPAPANSIN,VBTR,0
/PARIN,NNC,1
/PALA,NNC,1
/SI,DTP,0
asong,JJD/CCP,0
/ULOL,NNC,1
/DABID,NNC,1
/PUTA,NNC,1
nakailang,VBTS/CCP,0
/HAMPAS,NNC,1
/NA,CCP,0
/SIYA,PRS,4
/ATE,FW,2
/MAY,VBH,0
/BWISET,FW,2
/NANAMAN,FW,2
/SA,CCT,0
/KABILANG,CCB,0
/BARANGGAY,NNC,1
/TANGINA,JJCC,0
sinabihang,JJD/CCP,0
/PANGET,FW,2
/PERO,CCT,0
/IN,FW,2
/A,FW,2
/SOSYAL,JJD,0
/WAY,FW,2
/TANGINA,JJCC,0
/MO,PRS,4
/PWEDE,RBT,0
/BANG,RBM,0
/SA,CCT,0
/AKIN,PRSP,0
/KA,PRS,4
/LANG,RBI,3
/HUY,FW,2
/PASABI,FW,2
/NAMAN,RBI,3
/AKO,PRS,4
/KUNG,CCR,0
/MAG,VBW,0
/UNFOLLOW,FW,2
/KAYO,PRP,0
/MGA,DTCP,0
/TARANTADO,NNC,1
/BWISET,CCT,0
/LAGI,RBW,0
/NANDON,VBTS,0
/YUNG,PRO,0
/MANYAK,VBW,0
/NA,CCP,0
/LALAKI,NNC,1
/NAKAKATAKOT,RBD,0
/NA,CCP,0
/ANG,DTC,0
/HIRAP,NNC,1
/NAMAN,RBI,3
/MAKIPAG,VBW,0
/UNAHAN,CDB,0
/SA,CCT,0
/SNAZZYMNLA,FW,2
/PUCHA,NNC,1
/AKO,PRS,4
/ULOL,JJD,0
/NA,CCP,0
/ULOL,NNC,1
/SAYO,PRSP,0
/PUTA,NNC,1
panandaliang,JJD/CCP,0
/SAYA,NNC,1
/HAHA,NNC,1
/SA,CCT,0
/PROMISE,FW,2
/NI,DTP,0
/MAAM,FW,2
/PAKYU,FW,2
/KAKAINIS,VBTF,0
/KA,PRS,4
/PA,RBI,3
/AH,NNCA,0
/TANGA,JJD,0
/GAMIT,VBS,0
/KO,PRS,4
/YAN,PRO,0
kukunin,VBTF/VBOF,0
/MO,PRS,4
/TANGINA,JJCC,0
/MO,PRS,4
/SKUSTA,FW,2
/SHIT,FW,2
/AT,CCA,0
/SA,CCT,0
/BAGO,RBW,0
mong,PRS/CCP,4
/JOWA,FW,2
/KUPAL,FW,2
/MGA,DTCP,0
/DEMONYO,JJD,0
/PROUD,FW,2
/PA,RBI,3
/KAYO,PRP,0
/MGA,DTCP,0
/ANIMAL,NNC,1
/NAPAKA,JJCS,0
/INSENSITIVE,FW,2
/NIYO,PRP,0
/KAKALAGLAG,JJD,0
/LANG,RBI,3
/NG,CCB,0
/BABY,NNC,1
/NI,DTP,0
/ZEB,FW,2
/MGA,DTCP,0
walang,VBN/CCP,0
/PUSO,NNC,1
/PROUD,JJD,0
/PA,RBI,3
/KAYO,PRP,0
/SA,CCT,0
/SOCIAL,FW,2
/MEDIA,FW,2
/NA,CCP,0
/KAYO,PRP,0
/TALAGA,RBT,0
/EH,FW,2
/NO,FW,2
/ONCE,FW,2
/A,FW,2
/POKPOK,FW,2
/ALWAYS,FW,2
/A,FW,2
/POKPOK,FW,2
/TALAGA,RBT,0
/GRR,NNCA,0
/KALA,NNC,1
/MO,PRS,4
/NAMAN,RBI,3
/MAGTATAGAL,VBTF,0
/SILA,PRP,0
/GAGO,RBD,0
/KINIKILIG,VBTR,0
/NANAMAN,VBTS,0
/AKO,PRS,4
/PUNYETA,NNC,1
/SABI,VBS,0
/NA,CCP,0
/EH,FW,2
/GAGO,FW,2
/KA,PRS,4
/TALAGA,RBT,0
/PUCHA,NNC,1
/DI,RBF,0
/LANG,RBI,3
/IKAW,PRS,4
/BY,FW,2
/JURIS,FW,2
/BEH,FW,2
/PUTANGINA,FW,2
/ILY,FW,2
/ALAM,VBS,0
/PARA,CCT,0
akong,PRS/CCP,4
/TANGA,JJD,0
/DITO,PRL,0
/SA,CCT,0
/TWITTER,FW,2
/ALAM,VBS,0
/MO,PRS,4
/YON,PRO,0
/HAHA,NNC,1
tanginang,NNC/CCP,1
/BUHAY,JJD,0
/ITOH,FW,2
/BWISET,FW,2
/BOBO,JJD,0
/PO,RBS,0
/TALAGA,RBT,0
/AKO,PRS,4
/PUNYETA,NNC,1
/TWITTER,NNC,1
/KUNG,CCR,0
/AYAW,RBF,0
/MO,PRS,4
/MAG,VBW,0
/PLAY,NNC,1
/NG,CCB,0
/VIDS,FW,2
/EDI,FW,2
/WAG,RBF,0
/SHUTA,NNC,1
/HAHA,NNC,1
/PAKSHET,NNC,1
yung,PRO/CCP,0
/MGA,DTCP,0
/EX,FW,2
/NA,CCP,0
gumagamit,VBTR/VBAF,0
/NG,CCB,0
/FAMILY,FW,2
/CARD,FW,2
/HMP,FW,2
/SINO,PRQ,0
/BA,RBI,3
/NAMAN,RBI,3
/KAMI,PRP,0
/DIBA,NNC,1
/SYEMPRE,RBT,0
/BABALIK,VBTF,0
/YAN,PRO,0
/PAGKATAPOS,RBW,0
/IWAN,VBOF,0
/NG,CCB,0
ilang,PRQ/CCP,0
/TAON,NNC,1
/AY,LM,0
/DI,RBF,0
/NA,RBI,3
/IBABALIK,VBTF,0
/SA,CCT,0
nag,PRSP/CCP,0
/HIRAP,NNC,1
/EH,NNCA,0
/KUPAL,NNC,1
/HUY,FW,2
/PARA,CCT,0
kayong,NNC/CCP,1
/TANGA,JJD,0
/SERYOSO,JJD,0
/BA,RBI,3
/ITO,PRO,0
/WALA,VBN,0
/NAGMUKHA,VBTR,0
/TULOY,JJD,0
/AKO,PRS,4
/TANGA,JJD,0
/PAKYU,CCT,0
/HINDI,RBF,0
/NGA,RBI,3
/KASI,CCR,0
/AKO,PRS,4
/YUN,PRO,0
/PUCHA,JJD,0
/TEH,FW,2
/GAMIT,VBS,0
/NA,CCP,0
/GAMIT,VBS,0
/ANG,DTC,0
/PEPE,NNC,1
/NI,DTP,0
/GAGA,NNP,0
/LMAO,FW,2
/FORMAL,FW,2
/ATTIRE,FW,2
/HAHA,FW,2
/DI,RBF,0
/BAGAY,NNC,1
/SAKIN,NNC,1
/MUKHA,NNC,1
akong,PRS/CCP,4
/TANGA,NNC,1
/PUTA,NNC,1
dalawang,JJN/CCP,0
/BUWAN,NNC,1
/PA,RBI,3
/KAILANGAN,VBS,0
/KO,PRS,4
/NA,CCP,0
/HUMAGILAP,VBAF,0
/NG,CCB,0
/PERA,NNC,1
/PUTA,NNC,1
/UBOS,RBR,0
/ATA,NNC,1
/LAMAN,NNC,1
/NG,CCB,0
/GCASH,FW,2
/KO,PRS,4
/NETO,NNC,1
/AH,NNC,1
/HAHA,NNC,1
/IKAW,PRS,4
/TANGA,JJD,0
/KA,PRS,4
/BA,RBI,3
/PANSIN,NNC,1
/KO,PRS,4
/NGA,RBI,3
/PAKYU,JJD,0
/KA,PRS,4
/HAHA,NNC,1
/GUSTO,VBS,0
/KO,PRS,4
nalang,RBD/CCP,0
/MAGING,VBW,0
/LOGO,NNC,1
/NG,CCB,0
/NIKE,FW,2
/PUCHA,FW,2
/NAMAN,RBI,3
/TANGINA,RBW,0
/HANGGANG,RBW,0
/NGAYON,RBW,0
/ISIP,NNC,1
/BATA,JJD,0
/KA,PRS,4
/PARIN,VBOF,0
/TSK,FW,2
/TSK,FW,2
kawawang,PRI/CCP,0
/NILALANG,NNC,1
/NAGHINTAY,VBTS,0
/NA,CCP,0
/NAMAN,RBI,3
/AKO,PRS,4
/SA,CCT,0
/TANGA,NNC,1
/ULOL,JJD,0
/NA,CCP,0
/ULOL,NNC,1
/NA,CCP,0
/NAMAN,RBI,3
/AKO,PRS,4
/SA,CCT,0
/SMF,FW,2
/TSAKA,FW,2
/HINDI,RBF,0
/SA,CCT,0
/PAGIGING,VBTR,0
/BIAS,FW,2
/PERO,CCT,0
/SANA,VBS,0
/AYUSIN,VBOF,0
/NAMAN,RBI,3
yung,PRO/CCP,0
/PAG,CCR,0
/JUDGE,FW,2
/YUN,PRO,0
/LANG,RBI,3
/PUNYETA,JJD,0
/SINO,PRQ,0
/BA,RBI,3
/YANG,PRO,0
/NAGSUSUNOG,VBTR,0
/YUNG,PRO,0
/WHISPER,FW,2
/PUTA,FW,2
/NORMAL,FW,2
bang,RBI/CCP,3
/NAKAKAKILITI,VBTR,0
/YUN,PRO,0
/HALA,FW,2
/PAKSHET,FW,2
/ANG,DTC,0
/PRETTY,FW,2
/MO,PRS,4
/NAIIYAK,VBTR,0
/AKO,PRS,4
/AWIT,NNC,1
/NAIYAK,VBTS,0
nalang,VBTS/CCP,0
/AKO,PRS,4
/GAGO,NNC,1
/HININTAY,VBTS,0
/KO,PRS,4
/YUNG,PRO,0
/PART,FW,2
/NIYA,PRS,4
/NA,CCP,0
/MATAPOS,VBW,0
/SA,CCT,0
ilang,PRQ/CCP,0
/LINGGO,NNC,1
/TAPOS,RBW,0
/SINEND,FW,2
/SAKIN,FW,2
yung,PRO/CCP,0
/SINEND,VBOF,0
/KO,PRS,4
/SA,CCT,0
/KANIYA,PRSP,0
/NA,CCP,0
/SAGOT,NNC,1
/NG,CCB,0
/PARTICIPANT,NNC,1
/NI,DTP,0
/COPY,FW,2
/PASTE,FW,2
/NIYA,PRS,4
/YUN,PRO,0
/PAG,CCR,0
walang,VBN/CCP,0
/TELEPROMPTER,FW,2
/KUNG,RBK,0
/ANO,RBQ,0
/LANG,RBI,3
/SASABIHIN,VBTF,0
niyang,PRS/CCP,4
/TANGA,JJD,0
/NA,RBI,3
/YAN,PRO,0
/SANDALI,RBW,0
/NAWALA,VBTS,0
/ULOL,VBS,0
/KO,PRS,4
/SA,CCT,0
/TAEKOOK,NNC,1
/HINDI,RBF,0
/KO,PRS,4
/TALAGA,RBT,0
/ALAM,VBS,0
/SA,CCT,0
/MGA,DTCP,0
/TAO,NNC,1
/NA,CCP,0
gumagamit,VBTR/VBAF,0
/NG,CCB,0
/PICTURES,FW,2
/NG,CCB,0
/IBA,PRI,0
/EH,NNCA,0
/WALA,VBN,0
/BA,RBI,3
kayong,PRO/CCP,0
/PAGMUMUKHA,VBW,0
/HINDI,RBF,0
/NA,CCP,0
/KAYO,PRP,0
/NAHIYA,RBD,0
/PAKSHET,RBD,0
/KAYO,PRP,0
/PUCHA,JJD,0
/MUNTIK,RBD,0
akong,PRS/CCP,4
atakihin,VBTS/VBOF,0
/SA,CCT,0
/PUSO,NNC,1
/NUNG,RBW,0
/NAGSEEN,VBTS,0
/SI,DTP,0
/MAAM,FW,2
/LOL,FW,2
/THANK,FW,2
/YOU,FW,2
/PO,RBS,0
/TANGINA,JJCC,0
/BAKIT,PRQ,0
/HAHA,RBF,0
/MAY,VBH,0
/SUMPA,NNC,1
/BA,RBI,3
/KO,PRS,4
/HAHA,NNC,1
/ILABAS,VBOF,0
/NIYO,PRP,0
nalang,RBD/CCP,0
/NAGASTOS,VBTS,0
/NG,CCB,0
/NANAY,NNC,1
/NIYO,PRP,0
/NA,CCP,0
/ISA,PRI,0
ring,RBI/CCP,3
/ULOL,NNC,1
/TALAGA,RBT,0
/BA,RBI,3
/RARA,NNC,1
/ULOL,NNC,1
/GAGO,RBD,0
anlakas,VBTS/VBAF,0
/NAMAN,RBI,3
/ATA,NNCA,0
/NUN,NNCA,0
/HINDI,RBF,0
/BINABAWI,VBTR,0
/KO,PRS,4
/NA,CCP,0
/HINDI,RBF,0
/AKO,PRS,4
/TANGA,JJD,0
/OK,NNC,1
/KASALANAN,NNC,1
/NG,CCB,0
/GOOGLE,FW,2
/KEEP,FW,2
/YON,PRO,0
/AYAW,RBF,0
/MAG,VBW,0
/SYNC,NNC,1
/UY,CCT,0
/HINDI,RBF,0
/AH,NNCA,0
/ANO,PRQ,0
/AKO,PRS,4
/ULOL,RBR,0
/HAHA,FW,2
/TARANTADO,JJD,0
/KA,PRS,4
/TALAGA,RBT,0
/KALBO,NNC,1
/HAHA,NNC,1
/HINDI,RBF,0
/BA,RBI,3
/MGA,DTCP,0
/TARANTADO,NNC,1
/EH,NNC,1
/KUPAL,JJD,0
/NIYO,PRP,0
/MASYADO,JJCS,0
/PORKET,FW,2
/MALAKAS,JJD,0
/KAYO,PRP,0
/HINDI,RBF,0
/MASAGOT,VBW,0
/NG,CCB,0
/KASAMA,CCB,0
mong,PRS/CCP,4
/TANGA,JJD,0
/KUNG,RBK,0
/SINO,RBQ,0
nag,RBD/CCP,0
/REPLICA,JJD,0
/NG,CCB,0
/PICASSO,NNC,1
/PAINTING,NNC,1
/NAKAKAUBOS,VBTR,0
/NG,CCB,0
/PASENSYA,NNC,1
tong,JJD/CCP,0
/ESIGN,NNC,1
/NA,CCP,0
/APP,FW,2
/GALING,RBL,0
/SCHOOL,FW,2
/AMPUTA,FW,2
/SA,CCT,0
sobrang,JJCS/CCP,0
/INIS,JJD,0
/KO,PRS,4
/NAHAMPAS,VBTR,0
/KO,PRS,4
/CP,NNCA,0
/KO,PRS,4
/NANG,RBW,0
/DI,RBF,0
/KO,PRS,4
/NAREREALIZE,VBTR,0
/NA,CCP,0
/NAKA,RBD,0
/SUOT,JJD,0
/PALA,NNC,1
/SINGSING,NNC,1
/KO,PRS,4
/PUTA,NNC,1
/BUTI,RBM,0
/DI,RBF,0
/NABASAG,VBTS,0
/HAHA,FW,2
/SYEMPRE,FW,2
/DI,RBF,0
/AKO,PRS,4
/NAKAKALIMOT,VBTR,0
/TANGINA,RBD,0
/MO,PRS,4
/PA,RBI,3
/RIN,RBI,3
/GGX,FW,2
/MAMAYA,RBW,0
/NA,CCP,0
/KAYO,PRP,0
/DUMATING,VBAF,0
/HA,NNCA,0
/MALILIGO,JJD,0
/LANG,RBI,3
/HAHA,FW,2
/PUNYETA,FW,2
/ANG,DTC,0
/TAGAL,NNC,1
/KASI,CCR,0
/PUTANGINA,JJCC,0
ngayong,RBW/CCP,0
/BIRTHDAY,VBOF,0
/KO,PRS,4
/PA,RBI,3
/TALAGA,RBT,0
/UMULAN,VBAF,0
/PUNYETA,JJD,0
/KAYO,PRP,0
/DESERVE,FW,2
/NA,CCP,0
/DESERVE,FW,2
/PO,RBS,0
/MGA,DTCP,0
/MAMSH,NNC,1
/PUTA,NNC,1
/SAAN,PRQ,0
/KAYO,PRP,0
/MALAKAS,JJD,0
/LANG,RBI,3
/MALAKAS,JJD,0
/KAYO,PRP,0
/PURO,JJD,0
/FAKE,NNC,1
/NEWS,NNC,1
ibalita,VBTF/VBOF,0
/SA,CCT,0
puntong,NNC/CCP,1
/ITO,PRO,0
/ANG,DTC,0
/PAGSABI,NNC,1
/NG,CCB,0
/BAGAY,NNC,1
/TULAD,JJC,0
/NG,CCB,0
/SAKALIN,VBOF,0
/KITA,NNC,1
/DIYAN,PRL,0
/SASAPAKIN,VBOF,0
/KITA,NNC,1
/AND,CCA,0
/THE,FW,2
/LIKE,FW,2
/ARENT,FW,2
/EFFECTIVE,FW,2
/ANYMORE,FW,2
/KASI,CCR,0
/MASOKISTA,JJD,0
/NA,CCP,0
kayong,NNC/CCP,1
/LAHAT,PRI,0
/TANGINA,NNC,1
/ANG,DTC,0
/PLASTIC,FW,2
/MO,PRS,4
/PAKYU,NNC,1
/FUCK,FW,2
/WAG,RBF,0
kang,PRS/CCP,4
/SASABAY,VBOF,0
/SA,CCT,0
/THOUGHTS,FW,2
/KO,PRS,4
/NGAYON,RBW,0
/PUNYETA,NNC,1
gumagawa,VBTR/VBAF,0
/AKO,PRS,4
/ASSIGNMENTS,FW,2
/BUNGOL,FW,2
/MAHAL,JJD,0
/DIN,RBI,3
/KITA,NNC,1
/SEI,NNC,1
/KAHIT,CCT,0
/TARANTADO,NNC,1
/KA,PRS,4
/MINSAN,RBW,0
/PAKSHET,JJD,0
/WAG,RBF,0
/PO,RBS,0
/BADING,NNC,1
/AKO,PRS,4
/OH,FW,2
/HINDI,RBF,0
/BA,RBI,3
/TARANTADO,JJD,0
/KA,PRS,4
/TALAGA,RBT,0
/HAHA,NNC,1
/TANGINA,JJCC,0
laking,JJD/CCP,0
/KAHIHIYAN,NNC,1
/YUN,PRO,0
/HAHA,FW,2
/JOKE,FW,2
/LOVE,FW,2
/YOU,FW,2
/PARANG,CCT,0
/TANGA,JJD,0
/HARUTO,NNC,1
/HAHA,NNC,1
/DESERVE,FW,2
/MO,PRS,4
/YAN,PRO,0
/SIS,NNCA,0
/MAYEN,FW,2
/TANGA,JJD,0
/KA,PRS,4
/EH,NNCA,0
/BOBO,JJD,0
/NITO,PRO,0
/OH,NNCA,0
/TANGA,JJD,0
/KA,PRS,4
/PAR,RBL,0
/LAKAS,NNC,1
/MO,PRS,4
/MAGAYA,VBW,0
/PINAG,VBRF,0
/ANTAY,FW,2
/MO,PRS,4
/PA,RBI,3
/SABAY,RBD,0
/MAG,VBW,0
/LELEAVE,FW,2
/KA,PRS,4
/GAGO,RBD,0
/KA,PRS,4
/BA,RBI,3
/NARIRINDI,VBTS,0
/NAKO,RBD,0
/SA,CCT,0
/MGA,DTCP,0
/BWISET,FW,2
/NA,CCP,0
/GANTO,FW,2
/NAG,FW,2
/TRY,FW,2
/AKO,PRS,4
/SA,CCT,0
/GCASH,FW,2
/MGA,DTCP,0
/NON,FW,2
/GCASH,FW,2
/USER,FW,2
/HM,FW,2
/MAUUTAK,FW,2
/DIN,RBI,3
/HA,NNCA,0
/GAGO,RBD,0
/LORD,FW,2
/TEKA,NNC,1
/WHAT,FW,2
/THE,FW,2
/FUCK,FW,2
/PUTANGINA,FW,2
/NIYO,PRP,0
/GAGO,RBD,0
/TARANTADO,JJD,0
/PUNYETA,NNC,1
/HAYOP,NNC,1
/ANIMAL,NNC,1
/PUTANGINA,NNC,1
/PUTA,NNC,1
/INIIYAKAN,VBTR,0
/KO,PRS,4
/CONCERT,FW,2
/VIDEOS,FW,2
/NG,CCB,0
/BANGTAN,NNC,1
/NGAYON,RBW,0
/MANAHIMIK,VBW,0
/KA,PRS,4
nalang,VBTS/CCP,0
/BWISET,NNC,1
/TAPOS,RBW,0
/NA,CCP,0
maliligayang,JJD/CCP,0
/ARAW,NNC,1
/NIYO,PRP,0
gunggong,VBAF/CCP,0
/WALA,VBN,0
/KA,PRS,4
/NA,CCP,0
/SA,CCT,0
/PWESTO,NNC,1
/TALO,NNC,1
/KAYO,PRP,0
/BOBO,NNC,1
/PUTANGINA,CCT,0
/MO,PRS,4
/NAMAN,RBI,3
/PATAHIMIKIN,VBW,0
/MO,PRS,4
/NA,RBI,3
itong,PRO/CCP,0
/POST,FW,2
/GAGO,NNC,1
/ANG,DTC,0
/SAKIT,NNC,1
/SA,CCT,0
/PINAS,VBOF,0
/PA,RBI,3
/LANG,RBI,3
/BA,RBI,3
/MERON,VBH,0
/BAKIT,PRQ,0
/WALA,VBN,0
/PA,RBI,3
/SA,CCT,0
/AKIN,PRSP,0
/GRABE,JJD,0
/NAMAN,RBI,3
/ULOL,JJD,0
/NA,CCP,0
/TALAGA,RBT,0
/AKO,PRS,4
/SA,CCT,0
dalawang,JJN/CCP,0
/P,NNC,1
/NGAYON,RBW,0
/GAGO,RBD,0
/BAKIT,PRQ,0
/GANON,PRC,0
/INIT,NNC,1
/NG,CCB,0
/HANGIN,NNC,1
/NG,CCB,0
/FAN,FW,2
/KO,PRS,4
/WALA,VBN,0
/NGA,RBI,3
/KASING,JJCC,0
/ALAM,VBS,0
/BOBO,RBM,0
/KA,PRS,4
/BA,RBI,3
/GABI,RBW,0
/GABI,RBW,0
/NA,RBI,3
/LANG,RBI,3
/BA,RBI,3
/AKO,PRS,4
/MAKAKARINIG,VBTF,0
/NG,CCB,0
walang,VBN/CCP,0
sawang,NNC/CCP,1
/PAGALIT,JJD,0
/GALING,RBL,0
/SA,CCT,0
/INYO,PRSP,0
/HAHA,FW,2
/DRAIN,FW,2
/NA,CCP,0
/DRAIN,FW,2
/NA,CCP,0
/AKO,PRS,4
/ULOL,NNC,1
/INTROVERT,VBTS,0
/NA,CCP,0
ginawang,VBTS/CCP,0
/LEADER,FW,2
/PUCHA,FW,2
/NAG,FW,2
/JOJOKE,FW,2
/BA,FW,2
/KAYO,PRP,0
/MUKHA,NNC,1
/NANAMAN,VBTS,0
akong,PRS/CCP,4
/ULOL,NNC,1
/KAKANGITI,NNC,1
/DAHIL,CCR,0
/SAYO,PRSP,0
/ABA,FW,2
/ABA,FW,2
/HAHA,FW,2
/TAPOS,RBW,0
/MAGREREKLAMO,VBW,0
/KA,PRS,4
/KASI,CCR,0
/GUSTO,VBS,0
/MO,PRS,4
/NANG,RBW,0
/MAWALA,VBW,0
yung,PRO/CCP,0
/SAKIT,NNC,1
/GAGO,NNC,1
/KA,PRS,4
/PALA,NNC,1
/EH,NNCA,0
/TARANTADO,JJD,0
/AMPUTA,FW,2
/BALIMBING,NNC,1
/LAKI,NNC,1
/NG,CCB,0
/NOO,NNC,1
/MO,PRS,4
/PERO,CCT,0
/ANG,DTC,0
/TANGA,JJD,0
/MO,PRS,4
putangina,VBTR/VBAF,0
/TALAGA,RBT,0
/NG,CCB,0
/MGA,DTCP,0
/ITO,PRO,0
/LAGI,RBW,0
kong,PRS/CCP,4
/NAKAKALIMUTAN,VBTR,0
/NA,CCP,0
/TARANTADO,JJD,0
/NGA,RBI,3
/PALA,NNC,1
/SI,DTP,0
/JEONGHAN,FW,2
/HAHA,FW,2
/ITO,PRO,0
/NANAMAN,VBTS,0
/AKO,PRS,4
/TANGINA,NNC,1
/PAKSHET,RBD,0
/ANG,DTC,0
/SAKIT,NNC,1
/NIYO,PRP,0
/NAPANAGINIPAN,VBTS,0
/KO,PRS,4
/SI,DTP,0
/YUNJIN,FW,2
/MY,FW,2
/LOVE,FW,2
/PAKSHET,FW,2
/ANG,DTC,0
/GANDA,NNC,1
/NAHULOG,VBTS,0
/PHONE,FW,2
/KO,PRS,4
/SA,CCT,0
/MUKHA,NNC,1
/KO,PRS,4
/TANGINA,NNC,1
/YAN,PRO,0
/GAME,FW,2
/KASE,FW,2
/TARANTADO,JJD,0
/RIN,RBI,3
/KEYBOARD,FW,2
/KO,PRS,4
/GAGO,NNC,1
/MAY,VBH,0
/PA,RBI,3
/YAN,PRO,0
/TAS,NNCA,0
/PINASA,VBOF,0
/MO,PRS,4
/NUNG,RBW,0
/JUNE,NNP,0
/LOKO,NNC,1
/KASI,CCR,0
/BOBO,JJD,0
/RIN,RBI,3
/PANGULO,NNC,1
/NG,CCB,0
/USA,NNC,1
/NGAYON,RBW,0
/SI,DTP,0
/BIDEN,NNC,1
/TAPOS,RBW,0
/MAY,VBH,0
/IBA,PRI,0
/NAMAN,RBI,3
/KAHIT,CCT,0
/MALAYO,JJD,0
/SAYO,PRSP,0
biglang,JJD/CCP,0
/BUBUSINA,NNC,1
/NANG,RBD,0
/MALAKAS,JJD,0
/ANG,DTC,0
/MGA,DTCP,0
