word,pos_tag,cluster
/KAMI,PRP,0
/KANIMO,NNC,1
/WALA,VBN,0
/NA,CCP,0
/AGNAS,NNC,1
/ANG,DTC,2
iyang,NNC/CCP,1
/PATAY,JJD,4
/NA,CCP,0
/LAWAS,FW,3
/MISKAG,FW,3
/PILA,NNC,1
/NA,CCP,0
/KA,PRS,0
/DEKADA,NNC,1
/NI,DTP,0
/NAKA,RBD,0
/LUBONG,NNC,1
/GISUGYOT,VBOF,0
/BA,RBI,0
/NI,DTP,0
/TOM,FW,3
/KADTO,NNC,1
/GIINGON,VBTS,0
/SA,CCT,0
/GOBERNADOR,NNC,1
/NGA,RBI,0
/GUSTO,VBS,0
niyang,PRS/CCP,0
/MAHATAGAN,VBW,0
/OG,FW,3
/HIGAYON,FW,3
/ANG,DTC,2
/MGA,DTCP,0
/ESTUDYANE,NNC,1
/UG,NNCA,0
/ANG,DTC,2
/TIBOOK,NNC,1
/NGA,RBI,0
/KATAWOHAN,RBW,0
/MAGAPATALINGHUG,VBW,0
/KAY,DTP,0
/ANG,DTC,2
/USA,NNC,1
/KA,PRS,0
/TINGOG,VBOF,0
/SA,CCT,0
/PAGMINATAY,NNC,1
/NADUNGOG,VBTS,0
/GIKAN,NNC,1
/SA,CCT,0
/SION,FW,3
/GIUNSA,FW,3
/KITA,NNC,1
/SA,CCT,0
/PAGGUBA,NNC,1
/NANGALIBOG,VBTR,0
/KITA,NNC,1
/SA,CCT,0
/HILABIHAN,JJD,4
/TUNGOD,NNC,1
/KAY,DTP,0
/GIBIYAAN,NNP,0
/TA,NNP,0
/ANG,DTC,2
/YUTA,NNC,1
/GUSTO,VBS,0
nakong,RBD/CCP,0
/MAHIMONG,VBW,0
/PISCASSO,NNC,1
/BUSA,RBR,0
/GIINGNAN,VBOF,0
/KO,PRS,0
/KAMO,JJD,4
/NGA,RBI,0
/MANGAMATAY,VBW,0
/KAMO,JJD,4
/DIHA,NNC,1
/SA,CCT,0
inyong,PRSP/CCP,0
/MGA,DTCP,0
/SALA,NNC,1
/TUNGOD,NNC,1
/SA,CCT,0
/PAGTOO,NNC,1
/SI,DTP,0
/ENOC,FW,3
/GILALIN,FW,3
/NGADTO,FW,3
/SA,CCT,0
/LANGIT,NNC,1
/ARON,NNC,1
/SIYA,PRS,0
/DILI,RBM,0
/MAKATAGAMTAM,VBW,0
/SA,CCT,0
/KAMATAYON,NNC,1
/UG,NNC,1
/SIYA,PRS,0
/WALA,VBN,0
/HIKAPLAGI,VBAF,0
/KAY,DTP,0
/GIKUHA,NNP,0
/MAN,RBI,0
/SIYA,PRS,0
/SA,CCT,0
/DIOS,NNC,1
/SA,CCT,0
/WALA,VBN,0
/PA,RBI,0
/SIYA,PRS,0
/KUHAA,NNC,1
/SIYA,PRS,0
/GIPANGHIMATUDAN,VBTF,0
/NGA,RBI,0
/NAKAPAHIMUOT,VBTS,0
/SA,CCT,0
/DIOS,NNC,1
/UG,NNCA,0
/SI,DTP,0
/ABRAM,FW,3
/DATO,FW,3
/KAAYO,CCB,0
/SA,CCT,0
/KAHAYUPAN,NNC,1
/UNYA,NNC,1
/ANG,DTC,2
/MATAGUSA,VBW,0
/KANILA,PRSP,0
/GIHATAGAN,VBOF,0
/UG,NNCA,0
/MAPUTI,JJD,4
/UG,NNCA,0
/TAGAS,NNC,1
/NGA,RBI,0
/BISTI,FW,3
/UG,FW,3
/GISUGO,FW,3
/SA,CCT,0
/PAGPAHULAY,NNC,1
/UNA,CDB,0
/SA,CCT,0
/MAKADIYOT,VBW,0
/ANG,DTC,2
/KAHIMSOG,NNC,1
/KAY,DTP,0
/BAHANDI,NNC,1
/GINATAGO,VBTS,0
/NIYA,PRS,0
iyang,VBTS/CCP,0
/ULO,NNC,1
/SA,CCT,0
/BUHANGIN,NNC,1
/NGA,RBI,0
/MURA,JJD,4
/UG,NNCA,0
/OSTRICH,FW,3
likayan,VBTS/VBOF,0
/KO,PRS,0
/USA,RBI,0
/UNTA,JJN,0
/ANG,DTC,2
/PAGSUGOD,NNC,1
/SA,CCT,0
/GO,FW,3
/NORTH,FW,3
/MAO,FW,3
/KINI,FW,3
/ANG,DTC,2
/PAGPATAY,NNC,1
/SA,CCT,0
/PANGASINAN,NNC,1
/BROADCASTER,FW,3
/VIRGILIO,FW,3
/MAGANES,FW,3
ginabilin,VBTR/VBOF,0
/NIMO,JJN,0
/KANAKO,NNC,1
/ANG,DTC,2
imong,JJD/CCP,4
/KUTSILYO,NNC,1
/UG,NNCA,0
/SI,DTP,0
/MOISES,FW,3
/MILAKAW,FW,3
/UG,FW,3
/MIPAULI,FW,3
/NGADTO,FW,3
kang,PRS/CCP,0
/JETRO,FW,3
/NGA,RBI,0
iyang,VBOF/CCP,0
/UGANGAN,NNC,1
/BASAHA,FW,3
/PALIHOG,FW,3
/OG,FW,3
/USOB,FW,3
/PERO,CCT,0
/WA,JJD,4
/PA,RBI,0
/SIYA,PRS,0
/NAKABALO,VBTS,0
/MIBUDLAT,JJD,4
/ANG,DTC,2
iyang,NNC/CCP,1
/MATA,NNC,1
/SAMA,CCB,0
/SA,CCT,0
/TARSIER,NNC,1
/SA,CCT,0
/KASUKO,NNC,1
/UNSA,FW,3
/MOADTO,FW,3
/BA,FW,3
/TA,FW,3
/UG,FW,3
/DILI,FW,3
/PERMI,FW,3
/RA,FW,3
kang,PRS/CCP,0
/NAGANTOS,VBTS,0
/SA,CCT,0
imong,VBOF/CCP,0
/KALISUD,NNC,1
/KAY,DTP,0
/TAPULAN,NNC,1
/KA,PRS,0
/GIKASUBO,VBOF,0
/PAGAYO,NNC,1
/NI,DTP,0
/JOHN,FW,3
/PAUL,FW,3
/EDRALIN,FW,3
/ANG,DTC,2
/PAGKAMATAY,NNC,1
/SA,CCT,0
/PAGUMANGKON,NNC,1
niyang,PRS/CCP,0
/SI,DTP,0
/STEVEN,FW,3
/O,CCT,0
/BUKNOY,NNC,1
/SA,CCT,0
/USA,NNC,1
/NIYA,PRS,0
/KA,PRS,0
/POST,FW,3
/SA,CCT,0
/SOCIAL,FW,3
/MEDIA,FW,3
/MAMAHIMO,VBW,0
/BA,RBI,0
/TANG,RBM,0
/MAGKITA,VBW,0
karong,NNC/CCP,1
/GABII,NNC,1
/PAUSAB,JJD,4
/PWEDE,RBT,0
/BANHA,FW,3
/KAAYO,CCB,0
/NGA,RBI,0
/WA,NNCA,0
/KOY,NNCA,0
/NADUNGGAN,VBTS,0
/NA,CCP,0
/NUON,NNC,1
/USA,RBR,0
/KA,PRS,0
/GINOO,RBT,0
/USA,NNCA,0
/KA,PRS,0
/PAGTOO,VBW,0
/USA,NNCA,0
/KA,PRS,0
/BAUTISMO,NNC,1
/AYAW,RBF,0
/PAGGISI,NNC,1
/ANG,DTC,2
/PINAAKAN,VBTS,0
/SA,CCT,0
/LAMOK,NNC,1
/MAMULA,VBW,0
/KANA,NNC,1
/KAY,DTP,0
/SI,DTP,0
/JEHOVA,FW,3
/MIINGON,FW,3
/MAHITUNGOD,FW,3
/KANILA,PRSP,0
/SILA,PRP,0
/SA,CCT,0
/PAGKAMATUOD,NNC,1
/GAYUD,CCB,0
/MANGAMATAY,VBW,0
/SA,CCT,0
/KAMINGAWAN,NNC,1
/UG,NNCA,0
/WALAY,RBF,0
/NAHABILIN,VBTS,0
/NGA,RBI,0
/USA,NNCA,0
/KA,PRS,0
/TAWO,RBW,0
/KANILA,PRSP,0
/ADUNAY,RBR,0
/MGA,DTCP,0
/PUNOAN,NNC,1
/SA,CCT,0
/KORTE,NNC,1
/SA,CCT,0
/KASTILYO,NNC,1
/ANG,DTC,2
/SALOG,NNC,1
/SA,CCT,0
/PAYAG,NNC,1
/KAY,DTP,0
/GAMA,NNP,0
/SA,CCT,0
/KAWAYAN,NNC,1
/ANG,DTC,2
/NASUD,FW,3
/MIABOT,FW,3
/SA,CCT,0
/UG,NNC,1
/SA,CCT,0
/TAPUS,NNC,1
/ANG,DTC,2
/TUIG,NNC,1
/BUSA,FW,3
/GIPANGALIYUPO,FW,3
/KO,PRS,0
kaninyo,PRSP/CCP,0
/KARON,NNC,1
/NGA,RBI,0
/PAHULAY,JJD,4
kamo,PRP/CCP,0
/DINHI,VBOF,0
karong,NNC/CCP,1
/GABII,FW,3
/KARON,FW,3
/AKO,PRS,0
/MAHIBALO,VBW,0
/NGA,RBI,0
/UNSA,RBR,0
/PAY,NNC,1
/PULONG,NNC,1
/NI,DTP,0
/JEHOVA,NNPA,0
/KANAKO,NNC,1
/SI,DTP,0
/KONSERBATIBO,NNC,1
/NGA,RBI,0
/NAGBANTAY,VBTS,0
/SA,CCT,0
/DOKTRINA,NNC,1
/NGA,RBI,0
/KRISTUHANON,NNC,1
/ADUNAY,NNC,1
/RASON,NNC,1
/SI,DTP,0
/TOMAS,NNPA,0
/MASUKO,JJD,4
/WALA,VBN,0
/NAKO,RBD,0
/TO,FW,3
/GIBUHAT,FW,3
/OG,FW,3
/AKO,PRS,0
/RA,NNCA,0
/ISA,PRI,0
/UG,NNCA,0
/GIKUHA,VBOF,0
/NI,DTP,0
/JEHOVA,NNPA,0
/NGA,RBI,0
/DIOS,RBI,0
/ANG,DTC,2
/TAWO,NNC,1
/UG,NNCA,0
gibutang,VBTS/CCP,0
/SIYA,PRS,0
/TANAMAN,VBOF,0
/SA,CCT,0
/EDEN,NNC,1
/NATUMBA,VBTS,0
/OG,FW,3
/IYA,FW,3
/RA,FW,3
/ANG,DTC,2
/PUNO,NNC,1
daghang,PRI/CCP,0
/PINTURA,NNC,1
/SI,DTP,0
/SILVESTRE,FW,3
/SA,CCT,0
iyang,NNC/CCP,1
/LAWAK,NNC,1
/APAN,NNC,1
/ANG,DTC,2
/MGA,DTCP,0
/JUVENIE,FW,3
/DILI,FW,3
/INTERSADO,NNC,1
/KINI,FW,3
/NGA,RBI,0
/PULBOS,JJD,4
/MATUNAW,VBW,0
/SA,CCT,0
/TUBIG,NNC,1
/GUSTO,VBS,0
/MO,PRS,0
/OG,NNCA,0
/ILIMNON,NNC,1
/UNYA,JJN,0
/MINGDALI,FW,3
/SILA,PRP,0
/UG,NNCA,0
/MIPAKANAUG,FW,3
/ANG,DTC,2
/TAGSATAGSA,NNC,1
/SA,CCT,0
iyang,NNC/CCP,1
/BALUYOT,NNC,1
/SA,CCT,0
/YUTA,NNC,1
/ANG,DTC,2
imong,NNC/CCP,1
/SINULATAN,VBOF,0
/SAMA,CCB,0
/SA,CCT,0
/AKOA,NNC,1
/NIHUNONG,VBTS,0
/ANG,DTC,2
/TARTANELYA,NNC,1
/SA,CCT,0
/TUNGOD,NNC,1
/SA,CCT,0
/BALAY,NNC,1
/NI,DTP,0
/ARIEL,NNC,1
/SILA,PRP,0
/GIHAPON,VBOF,0
/ANG,DTC,2
/NAGSABAY,VBTS,0
/SA,CCT,0
/USA,NNC,1
/PA,RBI,0
/KA,PRS,0
/ADLAW,NNC,1
/BASTOS,JJD,4
/BA,RBI,0
/HAWAON,RBW,0
/ANG,DTC,2
/PAGKATOL,NNC,1
/SA,CCT,0
/IRING,NNC,1
/DIRA,FW,3
/NGA,RBI,0
/GAMBALAY,VBOF,0
/NANARBAHO,VBTR,0
/ANG,DTC,2
akong,PRS/CCP,0
/AMAHAN,NNC,1
/WALAY,RBF,0
/TAWO,RBT,0
/NGA,RBI,0
/MAGAPRENDA,VBW,0
/SA,CCT,0
/GALINGAN,NNC,1
/PAKIDA,NNC,1
/ANI,NNC,1
/UG,NNCA,0
/FEDERAL,FW,3
/EXPRESS,FW,3
/ANG,DTC,2
buang,NNC/CCP,1
/DIHA,NNC,1
/SA,CCT,0
iyang,NNC/CCP,1
/KASINGKASING,JJCC,0
/MIINGON,FW,3
/WALAY,FW,3
/DIOS,FW,3
/MGA,DTCP,0
/DUNOT,FW,3
/SILA,PRP,0
/MAS,JJCC,0
/NASUKO,VBTS,0
/KO,PRS,0
/KAY,DTP,0
/GIKATAWAN,VBOF,0
/KO,PRS,0
/NIYA,PRS,0
/NAAY,RBR,0
imahinaryong,NNC/CCP,1
/HIGALA,JJD,4
/ANG,DTC,2
akong,PRS/CCP,0
/ANAK,NNC,1
/NGA,RBI,0
/BAYE,NNC,1
/SI,DTP,0
/TIQUICO,FW,3
akong,PRS/CCP,0
/GISUGO,RBD,0
/NGANHA,RBD,0
/SA,CCT,0
/EFESO,NNC,1
/UG,RBR,0
iyang,NNC/CCP,1
/GIHATAG,JJD,4
/KANIYA,PRSP,0
/SI,DTP,0
/BILHA,FW,3
/NGA,RBI,0
iyang,VBOF/CCP,0
/ULIPON,FW,3
/ARON,FW,3
/MAASAWA,FW,3
samtang,JJD/CCP,4
/ANIA,FW,3
/PA,RBI,0
/ANG,DTC,2
/YUTA,NNC,1
/ANG,DTC,2
/PAGTANUM,NNC,1
/UG,NNC,1
/ANG,DTC,2
/PAGANI,NNC,1
/DI,RBF,0
/KO,PRS,0
/NAGASTORYA,VBTR,0
/OG,FW,3
/LAIN,FW,3
/NGA,RBI,0
sinultian,VBTR/VBOF,0
/SA,CCT,0
iyang,NNC/CCP,1
/TOO,RBT,0
/NGA,RBI,0
kamot,PRP/CCP,0
/MAO,VBW,0
/ANG,DTC,2
/TAGNA,NNC,1
/ALANG,NNC,1
/SA,CCT,0
/JERUSALEM,NNC,1
/GIHUNGITAN,VBOF,0
/NI,DTP,0
/DANNY,NNC,1
/ANG,DTC,2
/BATA,NNC,1
/OG,NNC,1
/BIKO,NNC,1
/DILI,JJD,4
/SIYA,PRS,0
/NAWONG,VBTS,0
/SA,CCT,0
/TINUOD,JJD,4
/NGA,RBI,0
/KAPOY,NNC,1
/WA,JJD,4
/PA,RBI,0
/KO,PRS,0
/NIKAON,RBW,0
/OG,NNCA,0
/PANIUDTO,NNC,1
/UG,NNCA,0
/GILAGLAG,VBOF,0
/NIYA,PRS,0
/ANG,DTC,2
/MGA,DTCP,0
/CIUDAD,FW,3
/MISULAT,VBTS,0
/SI,DTP,0
/TOM,FW,3
kang,PRS/CCP,0
/MARIA,NNC,1
/USA,RBR,0
/KA,PRS,0
/NOLDO,FW,3
/BA,FW,3
/ANG,DTC,2
/NAA,VBTS,0
/SA,CCT,0
/ILALOM,FW,3
/SA,CCT,0
/PUNUAN,VBOF,0
/TINGALI,VBTS,0
/DILI,RBI,0
/NIYA,PRS,0
/MASABTAN,VBW,0
/ANG,DTC,2
/GINAINGON,NNC,1
/SA,CCT,0
/BABAYE,NNC,1
/PAHUMAN,VBOF,0
/ANG,DTC,2
/BIYAHE,NNC,1
/SA,CCT,0
/PARIS,NNC,1
/ANG,DTC,2
imong,JJD/CCP,4
/MGA,DTCP,0
/GINAINGON,NNC,1
/KAY,DTP,0
/WALA,VBN,0
/NAY,LM,0
/EPEKTO,NNC,1
/SA,CCT,0
/AKOA,NNC,1
/UNSA,JJD,4
/MAY,VBH,0
/BUOT,JJD,4
/PASABOT,RBD,0
/NIMO,RBD,0
/NGA,RBI,0
/MAHITABO,JJD,4
/GINASINGKAHAN,VBTS,0
/NI,DTP,0
/TOM,NNC,1
/SI,DTP,0
/MARY,NNP,0
/NAGKALAINLAIN,VBTS,0
/ANG,DTC,2
/MGA,DTCP,0
/KINAON,FW,3
/NIINI,FW,3
/NAOG,VBTS,0
/KA,PRS,0
/SA,CCT,0
/IMONG,NNC,1
/KABAYO,NNC,1
/UG,NNCA,0
/MITUBAG,VBW,0
/SI,DTP,0
/ABRAM,FW,3
/O,CCT,0
katong,JJD/CCP,4
/BATAA,NNC,1
/MAHINABANGON,VBW,0
/SA,CCT,0
/MGA,DTCP,0
/TARBAHO,NNC,1
/SA,CCT,0
/BALAY,NNC,1
/WALA,VBN,0
/BA,RBI,0
/KA,PRS,0
/GIHUWAT,VBOF,0
/NI,DTP,0
/TOM,NNP,0
/ADUNA,JJD,4
/NA,CCP,0
/KAY,DTP,0
/DUHA,NNP,0
/KA,PRS,0
/LIBRO,NNC,1
/NAGALUTO,VBTR,0
/UG,NNCA,0
/ITLOG,NNC,1
/SI,DTP,0
/LEO,NNC,1
/UG,NNCA,0
/SI,DTP,0
/SAMSON,FW,3
/MIINGON,FW,3
/MAGPAKAMATAY,VBW,0
/AKO,PRS,0
/UBAN,NNC,1
/SA,CCT,0
/MGA,DTCP,0
/FILISTEHANON,FW,3
/UG,FW,3
/SIYA,PRS,0
/MIDUKO,FW,3
/UBAN,FW,3
/ANG,DTC,2
/TIBOOK,RBD,0
niyang,PRS/CCP,0
/KUSOG,RBD,0
/UG,RBD,0
/ANG,DTC,2
/BALAY,NNC,1
/NAHUGNO,VBTS,0
/SA,CCT,0
/IBABAW,JJD,4
/SA,CCT,0
/MGA,DTCP,0
/KADAGKUAN,NNC,1
/UG,NNC,1
/SA,CCT,0
/KATAWOHAN,NNC,1
/NGA,RBI,0
/DIDTO,NNC,1
/SA,CCT,0
/SULOD,FW,3
/BUSA,FW,3
/ANG,DTC,2
/MGA,DTCP,0
/TAWO,NNC,1
/NGA,RBI,0
iyang,NNC/CCP,1
/NAPATAY,VBTS,0
/SA,CCT,0
iyang,JJD/CCP,4
/PAGKAMATAY,NNC,1
/LABI,NNC,1
pang,RBI/CCP,0
/DAGHAN,NNC,1
/KAY,DTP,0
/KANILA,PRSP,0
/NGA,RBI,0
iyang,VBOF/CCP,0
/GIPATAY,NNC,1
/SA,CCT,0
/BUHI,NNC,1
/PA,RBI,0
/SIYA,PRS,0
/HUMANA,VBAF,0
/NA,CCP,0
/BA,FW,3
/KITA,NNC,1
/MISULOD,VBTS,0
/SIYA,PRS,0
/SA,CCT,0
iyang,VBOF/CCP,0
/KWARTO,NNC,1
/ARON,FW,3
/MOPAHULAY,FW,3
/UG,NNCA,0
/NANAGSULTI,VBTR,0
/SI,DTP,0
/MIRIAM,NNP,0
/UG,NNCA,0
/SI,DTP,0
/AARON,FW,3
/BATOK,NNC,1
kang,PRS/CCP,0
/MOISES,FW,3
/TUNGOD,FW,3
/SA,CCT,0
/BABAYE,FW,3
/NGA,RBI,0
/ETIOPIAHANON,FW,3
/NGA,RBI,0
iyang,VBOF/CCP,0
/GIPANGASAWA,NNC,1
/KAY,DTP,0
/SIYA,PRS,0
/NANGASAWA,VBTS,0
/SA,CCT,0
/BABAYE,FW,3
/NGA,RBI,0
/ETIOPIAHANON,NNC,1
/DAKO,NNC,1
/TO,FW,3
/NGA,RBI,0
/TABANG,NNC,1
/APAN,RBR,0
/SIYA,PRS,0
/MIINGON,VBTF,0
/NGA,RBI,0
/MAINITON,VBW,0
/GAYUD,NNC,1
/KINI,FW,3
/MAHIMOG,FW,3
/GIKAN,FW,3
/SA,CCT,0
/YANO,NNC,1
/NGA,RBI,0
/MGA,DTCP,0
/HULGA,NNC,1
/SA,CCT,0
ilang,PRQ/CCP,0
/MGA,DTCP,0
/PROPESYONAL,JJD,4
/NGA,RBI,0
/KARERA,NNC,1
/HANGTODMGA,RBW,0
/HULGA,NNC,1
/SA,CCT,0
/KAMATAYON,NNC,1
/WALA,VBN,0
/KAY,DTP,0
/MAKITAN,VBW,0
/NGA,RBI,0
/MALI,JJD,4
/SA,CCT,0
/MASKIG,FW,3
/KINSA,FW,3
/NANGITA,VBTS,0
/KA,PRS,0
/SA,CCT,0
/IMONG,NNC,1
/SUSI,NNC,1
/WALAY,FW,3
/BISAN,FW,3
/KINSA,FW,3
/NGA,RBI,0
/PERPEKTO,JJD,4
/APAN,RBR,0
kong,PRS/CCP,0
/IKAW,PRS,0
/MAGAPASIDAAN,VBAF,0
/SA,CCT,0
/DAUTAN,NNC,1
/GINAPAKAON,VBTS,0
/NI,DTP,0
/ANTONIO,NNC,1
/SI,DTP,0
/CELESTE,FW,3
/OG,FW,3
tinutong,VBAF/CCP,0
/UG,NNC,1
/SA,CCT,0
/NAHUROT,VBTS,0
/NA,CCP,0
/ANG,DTC,2
/SALAPI,NNC,1
/SA,CCT,0
/YUTA,NNC,1
/SA,CCT,0
/EGIPTO,NNC,1
/HAIN,FW,3
/MAN,FW,3
/DAPIT,FW,3
/ANG,DTC,2
/IMO,NNC,1
/UG,NNCA,0
/GIHATAG,VBOF,0
/NI,DTP,0
/MOISES,FW,3
/ANG,DTC,2
/BUHIS,NNC,1
/IPADAYUN,VBOF,0
/NA,CCP,0
/TAKOM,FW,3
/IMONG,CCT,0
/BABA,JJD,4
/UY,NNC,1
/UNSAY,NNC,1
/BUOT,JJD,4
mong,PRS/CCP,0
/IPASABOT,VBOF,0
/WALA,VBN,0
/KOY,NNC,1
/ORAS,NNC,1
/KARON,NNC,1
/NAKAMATA,VBTS,0
/SIYA,PRS,0
tung,PRO/CCP,0
/NITINGOG,VBTS,0
/ANG,DTC,2
/TELEPONO,NNC,1
/KINSA,JJD,4
/ANG,DTC,2
/NAGPAKALAT,VBTS,0
/ANA,FW,3
/NGA,RBI,0
/ESTORYATSISMIS,NNC,1
/PUTI,JJD,4
/ANG,DTC,2
/BALAS,FW,3
/DIDTO,FW,3
/SA,CCT,0
/KILID,NNC,1
/SA,CCT,0
/DAGAT,NNC,1
/MAGKUHA,VBAF,0
/KAMO,JJD,4
/UG,NNCA,0
/PADRON,NNC,1
/SA,CCT,0
/TIBOOK,NNC,1
/NGA,RBI,0
/KATILINGBAN,NNC,1
/SA,CCT,0
/MGA,DTCP,0
/ANAK,NNC,1
/SA,CCT,0
/ISRAEL,FW,3
/PINAAGI,FW,3
/SA,CCT,0
ilang,PRQ/CCP,0
/MGA,DTCP,0
/PANIMALAY,NNC,1
/GAMAY,JJD,4
/NA,RBI,0
/LANG,RBI,0
/ANG,DTC,2
/KINAHANGLAN,VBTR,0
/NA,CCP,0
/BUHATONON,NNC,1
/SUKAD,JJD,4
/NGA,RBI,0
/GILUAGAN,VBOF,0
/NA,CCP,0
/USAB,NNC,1
/ANG,DTC,2
/PAGBYAHE,NNC,1
/SA,CCT,0
/MGA,DTCP,0
/MOTORSIKLO,NNC,1
/UG,RBR,0
/KON,NNC,1
/KINI,FW,3
/MANGAYOG,FW,3
/ISDA,NNC,1
/HATAGAN,NNC,1
/HINOON,CCB,0
/NIYAG,FW,3
/BITIN,FW,3
/SAKIT,NNC,1
/MAN,RBI,0
/PERO,CCT,0
/KINAHANGLAN,VBTR,0
nakong,JJD/CCP,4
/KALIMTAN,NNC,1
/ANG,DTC,2
/TANAN,PRI,0
/NINDOT,VBTS,0
/NA,CCP,0
/NGA,RBI,0
/TULA,NNC,1
/GANAHAN,VBOF,0
/KO,PRS,0
/SA,CCT,0
/PAKWAN,NNC,1
/APAN,NNC,1
/SA,CCT,0
/MOTABOK,NNC,1
/NA,CCP,0
/KAMO,JJD,4
/SA,CCT,0
/JORDAN,NNC,1
/NAA,VBTS,0
/DIDTO,NNC,1
/SI,DTP,0
/TOM,NNP,0
/PILAY,FW,3
/IMONG,FW,3
/IDAD,FW,3
/KARON,NNC,1
/GUSTO,VBS,0
/UNTA,VBS,0
/KO,PRS,0
moadto,VBTF/VBAF,0
/KASO,CCR,0
/WALA,VBN,0
/KOY,NNC,1
/SAKYANAN,NNC,1
/ANG,DTC,2
/TUKA,NNC,1
/KAY,DTP,0
/MAPULAPULA,VBW,0
/UG,NNCA,0
/ANG,DTC,2
/IRIS,FW,3
/KAY,DTP,0
/ADUNAY,FW,3
/PAGKAPUTI,NNC,1
/NAG,VBTS,0
/GABAS,FW,3
/NAPUD,FW,3
/ANG,DTC,2
/MGA,DTCP,0
/PANDAY,NNC,1
/UG,NNCA,0
/SILA,PRP,0
/MINGPANAW,VBTS,0
/GIKAN,NNC,1
/SA,CCT,0
/IHEABARIM,FW,3
/UG,FW,3
/MINGPAHALUNA,FW,3
/SA,CCT,0
/DIBONGAD,NNC,1
/NAGLAKAW,VBTS,0
/AKO,PRS,0
/SA,CCT,0
/PARKE,NNC,1
/ANG,DTC,2
/EKSOBIYOLOHIYA,NNC,1
/KAY,DTP,0
/ESTUDYO,NNC,1
/SA,CCT,0
/KINABUHI,NNC,1
/SA,CCT,0
/ESPASYO,NNC,1
/NAGBASOL,VBTS,0
/SIYA,PRS,0
/NGA,RBI,0
/TAPOLAN,VBTS,0
/SIYA,PRS,0
/KINI,FW,3
/SILA,PRP,0
/MAO,VBW,0
/ANG,DTC,2
/MGA,DTCP,0
/ANAK,NNC,1
/NGA,RBI,0
/LALAKE,NNC,1
/NI,DTP,0
/ZILPA,NNC,1
/DILI,VBS,0
/KO,PRS,0
/KATOU,RBW,0
/SAIMOHA,NNC,1
/PAGAHIMOON,NNC,1
/NI,DTP,0
/JEHOVA,NNPA,0
/ANG,DTC,2
/ULAN,NNC,1
/SA,CCT,0
/IMONG,NNC,1
/YUTA,NNC,1
/NGA,RBI,0
/ABUG,NNCA,0
/UG,NNCA,0
/ABO,NNC,1
/GIKAN,NNC,1
/SA,CCT,0
/LANGIT,NNC,1
/MOULAN,NNC,1
/KINI,FW,3
/SA,CCT,0
/IBABAW,JJD,4
/MO,PRS,0
/HANGTUD,RBW,0
/NGA,RBI,0
/MALAGLAG,VBW,0
/KA,PRS,0
/GAKAON,VBOF,0
/SI,DTP,0
/PEDRO,FW,3
/KARON,FW,3
/SA,CCT,0
/TSOKOLATERIYA,NNC,1
/SA,CCT,0
/BARYO,NNC,1
/NI,DTP,0
/KAON,NNP,0
/UG,NNCA,0
/BUKO,NNC,1
/POPSIKEL,NNC,1
/SI,DTP,0
