word,frequency
agdahon,2
agdangan,2
agera,1
aggapaur,1
agiagi,17
agihan,14
agihang,2
agihangriles,3
agilang,1
agilatapos,1
agimat,1
agitagitan,4
agkarawan,1
aglipay,5
aglipayan,1
aglipayano,1
agnaya,1
agnuscastus,3
agoi,1
agom,109
agomon,2
agomtugang,1
agoncillo,2
agrangay,4
agrell,1
agresibo,2
agresibong,2
agriklutural,1
agrikultura,26
agrikultural,9
agrikulturalmente,1
agrikutural,1
agrilivestock,1
agrinda,1
agroindustriyal,1
agronomista,1
aguay,2
aguda,1
agueda,2
agumovs,1
agustino,2
agustinong,2
agustn,1
agutaynen,1
ahalya,1
ahaw,1
ahedres,1
ahencia,12
ahensia,1
ahensiya,1
ahensiyang,1
ahensya,12
ahensyang,1
ahente,4
ahenteng,1
ahit,1
ahmid,1
ahmose,1
ahmosenefertari,1
ailap,1
aioi,1
airdisc,1
aizuchi,2
ajab,1
ajivi,1
akab,1
akademiko,7
akademikong,7
akademiya,2
akademiyang,1
akademya,8
akao,1
akbayan,1
akean,1
akeng,4
akion,1
akit,1
akiyuki,2
aklanon,2
aklat,3
akmola,1
akoki,1
akolito,1
akoon,1
akostikong,1
akreditado,2
akredong,1
akriliko,2
akrilikong,1
akrobat,1
akrobatikong,1
akseptado,1
aksesable,1
aksesibilidad,1
aksesiyon,1
aksesorya,1
aksetaron,1
aksidente,8
aksidenteng,1
aksiyon,1
aksyomatikong,1
aksyon,14
aksyonkomeding,1
aktbistang,1
akter,1
aktibasyong,1
aktibidad,33
aktibidades,4
aktibides,1
aktibismo,11
aktibismong,1
aktibista,53
aktibistang,15
aktibo,28
aktibong,35
akting,3
aktinido,1
aktong,7
aktor,27
aktorboses,1
aktorparabayleng,1
aktres,82
aktress,2
aktuwal,3
aktwal,2
akuon,3
akusasyon,2
akusog,1
alaala,2
alabadi,2
alabasyn,1
alabat,1
alabes,3
alacaraz,1
alag,4
alaga,3
alagad,431
alagadan,1
alagyaz,1
alahas,1
alajar,1
alak,5
alakbarova,1
alakdan,1
alamag,1
alambreng,2
alaminos,2
alamng,1
alangan,5
alauna,1
albadawi,1
albadri,1
albaghdadi,2
albanya,1
albasan,1
albayano,2
albilad,1
alcaidemr,1
alcaldesa,1
alcayde,1
aldaw,293
aldawon,3
aleco,2
alegasyong,1
alegorikal,1
alejandria,2
alejandrino,3
alemanhudyong,1
alemanya,21
alemn,5
alemnya,1
alerhino,3
alerhiya,5
alerto,1
alexandrea,1
alfatih,1
alfelor,1
alfelorgazmen,1
alferez,2
alfhil,1
alfilipini,1
algad,2
algieri,1
algur,1
alharam,1
alhijjah,1
alienora,1
aliguliyev,1
aliktoktok,1
alimantak,2
alimatak,1
alimbubusog,1
alimbubuyog,11
alimbukad,1
aling,1
alingalingan,2
alingan,1
alingawngaw,1
alinor,3
alintak,1
alipatiko,2
alipatikong,3
alipores,1
alisin,1
alislam,1
alisngawan,1
alitoktok,10
aliw,6
aliwalas,1
aliyeva,1
alkade,1
alkalde,51
alkaldeng,1
alkaldesa,1
alkano,1
alkeno,1
alkimiya,1
alkino,1
alkoholiko,1
alkoholikong,1
allenlykajoy,1
alliums,1
allwine,1
almahdi,1
almaliki,1
almamater,1
almasofia,1
almasyon,1
almires,1
alng,1
alokaba,1
alokasyon,2
alolonti,3
alontaga,1
alopono,1
alopoop,4
aloyooy,2
alpabetiko,1
alpabeto,6
alpabetong,8
alpas,1
alperes,1
alpinismo,1
alpog,4
alqaeda,3
alqhirah,1
alsabah,1
alsamarrai,1
alsom,2
alsumon,1
alternatibo,3
alternatibong,8
altitud,2
altright,1
aluh,2
alumaad,1
alumahad,4
alunan,1
alvero,2
alyado,1
alyadong,1
alyamama,1
alyansa,2
alyas,8
alyawarr,1
alzawahiri,1
alzona,2
amaamaan,1
amamatak,2
amang,9
amaniya,1
amaon,4
amapadara,1
amary,1
amats,2
amayamay,2
amayon,4
amayunon,4
ambag,12
ambassadress,2
ambida,1
ambisyon,5
ambisyosong,2
ambones,1
ambubuday,1
ambuklao,1
ambulansya,1
ambus,2
amdre,1
amedrikano,1
amelita,1
amerikanang,13
amerikang,1
amerikano,104
amerikanoag,1
amerikanong,62
amerikong,1
amerrika,1
amgotro,1
amihanan,22
amihanangsulnopan,1
amihanansubangan,1
aminadong,1
amisom,1
amlisitas,2
amnayan,12
amnestiya,2
amocamoc,1
amoging,1
amonya,1
amorsolo,5
amot,1
ampat,1
ampatal,1
ampaw,1
ampibabo,1
ampon,4
amponan,1
ampota,22
ampucha,1
ampunan,1
ampunon,1
amputa,12
amrikanong,1
amrville,1
amsison,1
amuris,1
amyo,1
amyong,1
anacleto,1
anahaw,2
analogo,1
analogong,1
ananassa,1
anarkali,1
anarkista,1
anarkistang,1
anartfeminism,1
anatomista,1
anayan,1
anchaste,1
andam,7
andarjeeling,1
andesitikong,1
andesito,1
andrenidae,1
andrs,2
anei,1
anekdota,1
aneksasyon,2
angang,1
angat,5
angaur,4
angay,8
angecel,1
angeleos,1
angelicum,1
angelu,1
angelubobby,1
angermanland,1
anggot,2
anghiton,1
angkan,3
angkob,1
anglicano,1
anglikanismo,1
anglikano,3
anglil,1
anglobal,1
angloehiptong,2
angluwas,1
angog,5
angsod,1
angustia,1
anhayop,2
anhiling,1
anhinali,1
anhydrise,1
anian,1
anibersaryo,12
anibersaryong,1
anihan,1
aniit,1
anilao,2
anilaomalbasag,1
animador,1
animasyon,10
animeoriented,1
animismo,1
aninag,1
aniningal,1
aninipot,3
aniplex,1
anira,5
anishnabek,1
anito,1
anjani,1
anmatyerre,1
anoano,7
anoanong,3
anomaliya,2
anoman,29
anomna,1
anomnaaldaw,1
anomnataon,1
anonas,1
anopa,1
anopaman,4
anotasyon,1
anoy,1
anrelasyon,1
ansageuk,1
anserma,1
ansudon,1
antabay,2
antacudos,1
antagonista,1
antarctik,1
antartico,1
antartika,1
antholohiyang,1
antibakteryal,1
antibiotiko,1
antibiyotik,1
antidesma,1
antigong,9
antikanser,1
antikomunista,1
antimarcos,1
antimikrobyal,1
antimutagens,1
antinganting,1
antingong,1
antipara,1
antiparalelo,1
antipropaganda,1
antirightist,1
antiseptiko,1
antisipar,1
antisubversion,1
antolohiya,4
antolohiyang,7
antopolohiyang,1
antropograpikong,2
antropologiya,1
antropologo,5
antropolohikal,1
antropolohiko,1
antropolohista,1
antropolohiya,2
antropomorpiko,1
antsiranana,1
anuanong,1
anuhon,1
anuku,1
anuman,10
anumang,6
anumat,1
anuna,3
anunapa,1
anung,1
anunsiyason,1
anunsyar,1
anunsyo,2
anupaman,2
anwa,1
anwal,1
anyos,42
aogashima,1
aoudon,1
apalit,1
apalito,1
aparatu,1
aparisyon,1
apartelle,2
apat,160
apatangawto,1
apatnabeses,1
apatnaestansang,1
apatnalado,1
apatnapulong,1
apcola,1
apcom,2
apektado,13
apektadong,3
apela,2
apelasyon,1
apelhyido,1
apelyedo,1
apelyido,16
apelyidong,5
apesar,9
apgan,1
apganistan,3
apganistn,1
apganong,1
apir,1
aplikable,2
aplikante,3
aplikasyon,8
aplikasyong,2
apodon,3
apog,1
apokaliptiko,1
apokripal,1
apolonio,1
apoon,5
aporon,2
apostolado,1
apostoles,6
apostolica,1
apostoliko,2
apresasyon,1
aprika,35
aprikang,5
aprikano,7
aprikanoamerikano,1
aprikanoamerikanong,1
aprikanong,8
aproamerikanong,1
aprobado,1
aprobaran,1
aprubado,1
apudan,1
apudon,1
apuera,1
apurahuano,1
apwera,14
apwerle,1
apyan,8
aqng,1
araam,1
arabeng,1
arabik,1
arabiko,1
arabong,4
arabya,1
aradal,1
aragd,1
aragid,2
aragihan,1
aragirang,1
aragoman,1
arakian,4
arakion,1
arakju,1
araknido,1
aralin,1
aramaikong,1
arameo,1
aramkong,1
aramon,2
aramun,1
arangay,1
aranggoton,1
aranye,1
aranzo,1
arapodan,10
aratilis,2
aratubang,1
araxia,1
arayku,1
arbolaryo,1
arbularyo,1
arbulus,2
arcanus,1
arcelandia,1
archabby,2
archangelos,1
architechtonic,1
architectura,1
archiviniana,1
archivista,1
arcidae,1
ardalan,2
areglado,2
areglo,1
arejola,24
arejolafajardo,1
arfvedson,1
arfwedson,1
arhur,1
arinang,1
arinman,8
aripompon,4
aripumpon,1
arirajachanuramadhavasakalabhupatichakravarti,1
arisocrat,1
aristikong,1
aristokrata,1
aristotales,1
aristteles,1
aritao,2
aritmetika,2
arkanghel,5
arkeodiosesis,1
arkeologo,7
arkeolohikal,1
arkeolohiko,3
arkeolohiya,4
arkeolohiyal,1
arkeya,1
arkidiosesis,1
arkidiyosesis,1
arkiduke,1
arkila,2
arkilado,1
arkiladong,1
arkipelago,5
arkipelagong,1
arkitekto,20
arkitektong,8
arkitektura,20
arkitektural,1
arkitekturang,4
arkitekura,1
arkiyolohikal,1
arkiyolohista,1
arkiyolohiya,1
arkong,1
arktiko,1
arlkitektura,1
armadang,2
armadong,3
armamento,1
armandalbert,1
armeniano,1
armenya,1
armenyo,1
armidol,1
armilla,1
aroaldaw,16
aroanito,1
arog,369
arogan,3
aroganteng,1
arogon,2
arohoy,2
arok,6
aromatiko,1
aromatikong,2
aromatisidad,1
arong,1
aropaldaw,1
aroroy,1
arpge,1
arramad,1
arrasita,1
arrecifes,1
arseniko,2
arsobispado,1
arsobispo,11
artehi,1
artehon,1
arteng,7
artfeminism,2
artifak,2
artifaks,2
artikulo,37
artikulong,11
artileriya,1
artilleria,1
artipakto,3
artipisyal,3
artistabiswal,1
artistang,10
artistikong,2
artistinresidence,1
artliterature,1
artropodo,1
artsdecorative,1
arug,47
arugon,2
arvi,1
asahan,1
asahiyama,1
asambleya,2
asambliya,5
asasinaron,1
asasinasyon,3
asasmatinez,1
asayti,7
asbp,5
aseeeeee,1
asegurasyon,2
asein,1
asembliya,2
asensadong,2
aserbayhan,2
aserbayhano,1
asero,3
aserong,3
asesment,1
asetika,1
asetiko,6
asgad,1
asgppa,1
ashrafieh,1
ashumovs,1
asiamagin,1
asianstyle,1
asiaphilippines,1
asido,4
asidong,17
asignatura,1
asignaturang,1
asikasuhin,1
asikasuhon,1
asinan,2
asind,1
asing,1
asingan,1
asinit,1
asinlaurel,1
asinn,1
asinnational,1
asinsky,1
asinstachys,1
asinsweet,1
asintado,1
asintadong,1
asintelugu,1
asinthe,1
asinwired,1
asinwoman,1
asistante,1
asistensya,1
askad,2
askenasi,1
asliano,1
asliyano,2
asociacin,1
asog,1
asoge,1
asosasyon,8
asosasyong,1
asosyado,3
asosyasyon,1
aspaltado,1
aspekto,5
aspeto,9
aspetong,2
aspona,1
assumptionmakati,1
astatino,1
asteridae,1
asterids,2
asterismo,2
asteroyd,5
astillero,1
astrologo,2
astrometriya,1
astronomikal,1
astronomiko,2
astronomikong,1
astronomiya,5
astronomo,4
astronomong,1
astropisika,1
astruc,1
asukar,24
asukarera,1
asul,11
asupre,2
asuwang,1
aswang,1
asyab,2
asyang,2
asyano,7
asyanong,7
asyapasipiko,2
atab,2
atake,22
atakehon,1
atakihon,2
atamanan,1
atamanon,3
atang,6
atars,1
ataul,3
atayal,3
atayatayan,1
atchan,2
atchara,1
ateismo,2
ateli,1
atendans,2
atender,2
atendir,1
atenista,1
atension,2
atensyon,17
ateo,1
athne,1
atiati,1
atiatihan,1
atibangaw,1
atipanguso,1
atipil,1
atitud,1
atjan,2
atlantiko,4
atlantikong,1
atleta,12
atletes,1
atmospera,16
atmosperang,2
atmosperic,1
atmosperiko,1
atmosperikong,3
atmospero,1
atnwengerrp,2
atok,2
atomiko,2
atomikong,10
atomo,11
atomong,1
atossa,1
atot,1
atraksyon,7
atraksyong,1
atrasabanteng,1
atsara,5
atsarang,1
atsyan,2
attitute,1
attractiveon,1
atubang,3
atubangan,25
atubangon,1
atubngan,1
atup,1
atupagon,1
atyan,4
audisyon,1
auditoryum,1
auds,1
audution,1
augusteum,1
augustinianum,1
augustn,1
aunor,1
aureola,3
auring,3
australiano,1
australianong,1
australomelanesiano,1
australya,11
australyanaamerikanang,1
australyano,2
australyanong,1
austriahungary,1
austriakong,1
austrianjew,1
austriano,2
austroasyatiko,5
austrohungariano,1
austronesyano,1
austronesyo,8
autenticong,1
autobiograpikal,1
autobiograpiya,5
autonomiya,3
autonomo,1
autonomong,4
autorisado,1
autovia,1
autumnwinter,1
avaaz,2
avaazorg,1
avergonzado,1
avocadp,1
awardwinning,1
awat,9
awatawat,1
awditoryo,1
awdyo,1
awelye,1
awiiiiiiitttttttt,1
awit,21
awitbanwaan,3
awiton,1
awkwardon,1
awot,1
awto,5
awtong,1
awtonomiya,1
awtonomong,4
awtor,17
awtoridad,20
ayamn,1
aymatipid,1
ayon,5
ayos,6
ayot,3
aytona,1
ayudahan,1
ayugan,1
ayuson,4
ayyiee,1
azoty,1
azotypuawy,1
azucarera,2
b,24
baao,3
bababeng,1
babackstab,1
babadilon,1
babaeng,28
babaero,1
babagtason,1
babaing,9
babakalon,1
babalikan,2
babaliktad,1
babaluon,1
babasahon,6
babasaran,1
babasol,1
babatngon,1
babaw,1
babayaan,5
babayadan,1
babaye,38
babayehong,1
babayeng,2
babayi,94
babaying,32
babaylan,1
babeldaob,1
babluyon,5
babluyong,1
babols,1
baboy,1
baboydamo,2
babuff,1
babuyan,1
bachiller,4
backread,1
baclayon,2
bactra,1
badaic,1
badchom,1
badette,1
badiang,1
badil,11
badilon,3
bading,2
badiola,1
badion,1
badng,1
bados,8
badtrip,2
badtripon,1
badus,1
baduya,1
baduyon,1
badyet,3
baekeland,1
baekhyun,1
baekje,1
baeta,1
bagadeputa,1
bagaman,3
bagang,3
bagas,28
bagat,2
bagayan,1
bagaybagay,2
bagayu,1
bagbag,1
bageran,1
baggao,1
bagohan,2
bagohon,3
bagol,1
bagolbolon,1
bagonggibong,1
bagongtawo,2
bagongtungang,1
bagsak,3
bagsik,2
bagto,2
baguhan,3
baguhon,1
bagumbayan,3
bagwak,1
bagya,1
bagyo,125
bagyong,35
bahag,3
bahagyang,1
bahal,1
bahala,15
bahalina,1
bahaques,1
bahaw,2
bahista,1
bahlka,1
bahnariko,2
bahod,1
bahog,2
bahogon,1
bahogorig,1
bahon,1
bahora,1
bahs,1
bahura,1
baijiu,1
baikenu,1
bairiki,1
baisin,1
baiuhaus,1
baiyue,1
bajau,2
bajaw,2
bakahan,1
bakal,2
bakalan,5
bakalon,3
bakang,1
bakanlar,1
bakante,2
bakanteng,2
bakasyon,5
bakayon,1
bakbakan,1
bakilid,4
bakla,9
baklang,2
baklaon,1
baklayan,1
bakng,2
bakod,1
bakokami,1
bakong,102
bakongaustronesyo,1
bakongbantu,1
bakongemp,1
bakongtrinitaryanismo,1
baksinasyon,2
baktason,1
bakterya,9
bakteryal,1
bakteryolohiya,1
bakuna,6
bakunang,1
bakung,1
baladhay,5
balag,2
balagbag,3
balagtasan,1
balaklaba,1
balalong,2
balang,2
balanga,2
balangaw,3
balangon,1
balanse,3
balanseng,1
balaog,1
balaressalamat,1
balarila,1
balatan,4
balatas,1
balatingaw,1
balatong,3
balaw,3
balbagan,2
balce,1
baldas,1
baldomero,2
baldosa,1
balee,2
balensiya,1
balhika,1
balibol,1
balido,2
baligang,2
baliguian,1
balihan,1
balikbalik,2
balili,1
balines,1
balinghoy,1
balintawak,2
balintong,2
balisoso,1
baliwag,1
balkha,1
balkonahe,1
ballpeen,1
ballpein,1
balodbod,3
balogo,1
balong,1
balongay,1
balos,1
baloy,2
balsamifera,1
baltog,2
balubagi,1
baludbod,1
balukag,8
balunan,1
balunbon,1
baluon,5
baluyot,1
baluyut,1
balwarte,1
balx,1
balyena,1
balyo,4
balyong,5
balyuhang,1
bamban,1
bampira,1
bampirang,1
banak,1
banasur,1
banate,1
banayad,2
bandala,1
bandalang,2
bandang,29
banderaha,1
banderang,1
bandholtz,1
banduria,1
bangaan,1
bangag,1
bangang,1
bangaon,1
banggi,44
banggihan,1
bangging,3
bangkabangka,1
bangkag,1
bangkay,6
bangkera,1
bangkong,2
bangon,1
bangot,3
bangsamoro,2
bangsei,1
bangtan,4
bangued,2
banguingui,1
bangun,2
bangunguton,2
banhi,7
banidoso,1
banig,2
banilya,2
banjaree,1
banjares,4
bannag,1
banobo,1
banozic,1
bansa,15
bansag,6
bantaakan,3
bantal,1
bantas,1
bantay,8
bantayan,4
bantayog,3
bantig,1
bantoanan,1
bantoanon,1
bantog,57
bantogan,20
bantogkinaban,1
bantugan,1
bantugang,1
banuangbanuang,1
banw,4
banwa,17
banwaan,184
banwang,10
banyaga,1
banyagang,1
banyumasan,1
baolan,1
baoo,1
baos,1
baozi,2
bapor,22
bapornagbibiyahe,1
baquiran,2
barabadon,1
barabastang,1
baracck,1
baradlan,1
barado,1
barag,1
baragay,1
baraha,1
barahibo,3
barakalan,1
barakalon,2
barakhamba,1
baralagat,1
baralikan,1
baralusan,1
barangaan,1
barangang,2
barangaytermino,1
barangbang,1
baranggay,5
barasahon,2
baratan,1
baratong,1
baratuhun,1
barayan,3
baraylehan,1
baraylihan,1
barayti,6
barayting,1
barazel,1
barbacena,1
barberina,1
barcelonita,1
barciany,1
bardagulan,1
bareta,21
baretang,1
baretriko,1
barias,1
barili,1
barita,2
barito,5
baritomahakam,1
bariw,1
barkda,1
barko,5
barkong,1
barlin,3
barmm,1
barnis,2
barobanwaan,2
barobanwang,1
barobata,1
baroblot,1
barobo,1
barotac,1
barotak,1
baroto,17
barotong,2
baroy,2
barringtonia,1
barristo,1
barroque,1
barsa,1
bartola,2
bartolina,1
barugo,2
barumbado,1
barya,1
baryente,3
baryo,28
baryong,1
baryonikong,1
barzanji,1
basabas,1
basag,1
basaha,1
basahan,1
basahon,5
basaiko,1
basalen,1
basang,6
basangbasang,2
basbas,4
basdketball,1
baseco,1
basehan,3
basehang,2
basikong,1
basilika,2
basillio,1
basista,1
basketbol,5
basketbolista,2
baskog,1
baso,3
basog,3
basogbasog,1
basong,1
basrelief,2
bastabasta,1
bastani,1
bastanteng,3
bastanti,1
basud,1
basul,1
basurahan,3
basurap,1
batad,1
batag,14
batalay,5
batalya,11
batalyon,2
batanesnagtitindog,1
batangan,1
batangasan,1
bataraza,1
batas,16
batasang,2
batay,8
batayan,2
batck,1
batdmbng,1
batek,1
baterya,1
bathala,1
batikano,2
batikanong,1
batoeos,1
batsiler,5
batsiley,1
batsilyer,7
battad,1
batuan,1
batugan,1
batuta,1
bauermann,1
baurat,1
bautieta,1
bautisimo,1
bauyan,1
bavariasa,1
bavario,1
bawaan,2
bawal,13
bawang,13
bawat,4
bawi,4
bawian,1
bawianbuhay,1
bawing,1
bawion,2
bawog,1
bayaan,5
bayabas,1
bayad,7
bayadan,2
bayag,3
bayaran,1
bayarang,1
bayaw,1
bayawas,1
bayawon,1
baybay,5
baybayin,1
baybayon,37
baybayong,2
baylan,1
bayleng,5
bayli,1
bayling,1
baylon,2
bayna,1
baynte,5
bayog,1
bayok,1
bayola,1
bayong,8
bayug,2
bayugan,1
bbcng,1
bbreakdown,1
bckler,2
bcomplex,1
bebs,1
becbec,1
bechayda,1
beckov,1
beermen,1
beetons,3
behikulo,4
behikulong,1
beig,2
bektor,1
belardo,1
belgyano,1
belhika,2
belisariona,1
bellprid,1
belokho,1
beluran,2
benadir,1
bendisyon,1
benedictino,1
beneficiar,1
benepaktor,1
benepisaryo,1
benepisyaro,1
benepisyaryo,1
benepisyo,4
beneswela,1
benguetpilipinas,1
benicasa,1
benmar,1
benot,1
benta,6
bentahan,1
bentahe,3
bentaheng,1
benteng,1
bentong,1
bentura,1
benzen,1
benzyloxy,1
beomjun,1
beraa,1
beraas,1
berau,1
berba,1
berbaobhetibosubhetibo,1
berbick,1
berces,1
berde,19
berdehon,3
berdeng,8
berduja,1
berdura,6
bergreen,2
beripikadong,1
berlings,1
berlinkreuzberg,1
bernardita,2
bernart,1
bernheisel,1
bernhisel,2
bersabe,2
berset,1
bersikulo,2
bersion,1
bersiyon,2
bersiyong,1
berso,5
bersyon,37
bertellisarong,1
bertikal,2
bertoldo,1
besakih,1
besang,1
beses,66
beshi,1
beshy,1
bestidang,1
bestie,1
betawi,1
beterano,3
beteranong,3
betle,1
bettada,1
beukers,1
beverrly,1
beynteuno,1
beyonc,1
bffs,1
bgong,2
bhagyavantha,1
bhalo,1
bhandare,1
bharathiraja,1
bhie,1
bhumimitra,1
biaknabato,2
bialng,2
biblikal,4
bibliofilo,1
bibliya,10
bibliyang,1
bibong,1
bibrante,1
bibrasyon,2
bicarburet,1
bichara,5
bicharagawad,1
bicolana,1
bicolandia,4
bicolano,4
bicolanong,1
bicolespanol,1
bicolnon,1
bicolon,2
bidahon,1
bidang,6
bidriyo,1
bidyo,3
bidyong,1
bienteng,1
bietnam,4
bietnamita,1
bigastro,1
bighit,1
bigl,1
bigla,10
biglaang,4
biglabigla,1
biglang,20
bigote,1
bihabandh,1
bihag,2
bihasa,1
bihira,19
bihirang,4
biicolandia,1
biklad,2
bikolana,1
bikolano,16
bikolanong,9
bikolenglish,1
bikoliana,1
bikollegazpi,1
bikolnaga,2
bikolnon,24
bikolog,1
bikolpartido,1
bikols,1
biktima,14
biktimang,2
bilangboslachi,1
bilanggong,2
bilangnellie,1
bilangon,1
bilangonliwat,1
bilding,1
bilib,1
bilibid,1
bilibili,1
bilingan,1
bilinguwal,1
biliran,2
bilit,1
billang,1
bilocation,1
bilog,166
bilogbilogon,1
bilognkong,1
bilogon,7
bilyar,1
bilyon,22
bilyonaryo,2
bilyonaryong,1
bilyones,7
bilyong,7
bimpo,1
binaak,2
binaba,1
binabaak,1
binabaan,1
binababad,1
binabados,1
binabagat,1
binabago,1
binabaha,1
binabahog,3
binabakal,1
binabakalan,1
binabale,1
binabalehan,1
binabandera,1
binabanga,1
binabansagan,5
binabantingan,1
binabantog,1
binabanwa,1
binabasa,3
binabase,1
binabasol,1
binabawasan,1
binabayad,1
binabayadan,1
binabayaran,1
binadil,7
binagat,1
binagayan,1
binago,8
binags,1
binaha,2
binakal,9
binakalan,2
binakayan,1
binakla,1
binalad,1
binalay,1
binalbagan,1
binalihan,1
binalik,3
binaliktad,1
binalo,1
binalonan,1
binalyo,2
binamban,1
binanga,3
binanggit,2
binansagan,5
binantog,2
binanuaan,1
binanuahan,1
binara,1
binaraak,1
binaradil,1
binarago,1
binarakal,1
binaranga,1
binarangabanga,1
binareta,1
binasa,7
binasahan,2
binase,2
binastos,1
binating,1
binawe,1
binawean,1
binawian,1
binawianbuhay,1
binay,3
binayaan,17
binayadan,2
binayan,1
binayangeles,1
binayaran,1
binhay,1
binhi,1
binibaby,1
binibenta,1
binibidahan,1
binibilang,1
binibilog,22
binibining,5
binibirik,1
binibirikbirik,1
binibisitang,1
binibisto,15
binibistong,9
binigla,2
binihag,1
binikol,5
binilog,8
binisaya,2
binista,1
binisto,14
binistong,1
biniyayaan,2
binmaley,1
binoboses,1
binomba,2
binomyal,3
binondo,4
binongko,1
binoses,1
binote,1
binoto,4
binotohan,1
binoyoan,1
bintana,10
bintig,3
bintuni,1
binubo,1
binubudburan,1
binubugkosan,1
binubulong,3
binubuno,1
binubuntogan,2
binubuo,4
binubusan,1
binubutong,1
binuhay,2
binukasan,2
binukot,1
binuksan,9
binulsa,1
binunga,1
binungkal,1
binungogbungoagan,1
binungsod,1
binuntog,1
binuntol,1
binunyag,1
binunyagan,5
binurong,1
binurugkos,1
binuruksan,1
binurunyagan,1
binutasan,1
binutong,3
binutsan,1
binuuo,1
biodibersidad,1
biograpical,1
biograpiya,5
biograpong,1
bioinaformat,1
biokemiko,1
bioklimatiko,1
biolasyon,1
biologo,1
biologong,1
biolohikal,1
biolohiko,1
biolohiya,3
biomiya,1
biomorpiko,1
biraybitay,2
birekolanong,1
birhen,6
biriba,1
birilog,1
birilogbilogon,1
biringan,1
birnabaum,1
birolohiya,1
birtuso,1
birus,1
bisagra,1
bisakol,1
bisay,3
bisaya,12
bisayainunhan,1
bisayang,4
bisayaon,1
biscast,1
bisealkalde,4
bisepresidente,4
bisikleta,2
bisita,20
bisitang,2
bislig,4
bislin,1
bisperas,3
bistado,45
bistadong,12
bistong,11
bistuhan,1
bistuhon,1
bisudeco,1
biswal,8
biswalarte,1
bisyo,3
bisyon,6
bisyonaryo,1
bitamina,17
bitaminang,3
bitaogan,1
bitay,1
bitayon,2
bitbit,2
bitis,13
bitoon,16
bitoonr,1
bitranco,1
bituin,1
bituing,3
bituka,2
bituon,3
bixin,1
biyahe,9
biyakna,2
biyaya,1
biyernes,10
biyetnam,5
biyetnamita,1
biyo,8
biyokimika,1
biyokimikal,2
biyolensiyang,1
biyolensya,3
biyolente,1
biyolin,1
biyolohikal,2
biyolohista,1
biyolohiya,3
biyomas,1
biyomedikal,2
biyomekanika,1
biyomekatronika,1
biyonanoteknolohiya,1
biyong,7
biyopakto,1
biyopisika,1
biyopolimero,1
biyosintesis,1
biyuda,1
biyulin,1
bizimungu,1
bjart,1
blackburns,1
blackpink,2
blacktailed,1
blancoi,1
blangkong,2
blench,4
blengblong,1
blinock,2
blockon,1
blogthe,1
blokeng,1
bltx,1
blueblack,1
bluecollar,1
bluertooth,1
blumenbach,1
blusa,2
bndchen,3
boada,1
boang,2
bobis,1
bobohon,12
bobong,2
